log.prior	log.likelihood	log.likelihood.test.set
-7.102252229212793964e+02 -6.005314603337334347e+02 -1.839578719719924038e+01
-7.110655574792241396e+02 -6.009941112616666032e+02 -1.830066020617908862e+01
-7.053740946777541012e+02 -6.038650286773033713e+02 -1.843818756741137577e+01
-7.111741195432301765e+02 -6.021915701828447709e+02 -1.913606633934529100e+01
-7.138522698788883645e+02 -6.070915853076024860e+02 -1.816667612557887423e+01
-7.200954716138319327e+02 -6.030785963395419458e+02 -1.861729058162899264e+01
-7.324352607860062108e+02 -5.998414367713413640e+02 -1.911697782284829827e+01
-7.285264512807947312e+02 -6.007643256505251657e+02 -1.884411886084274101e+01
-7.252381264255507176e+02 -6.052199378340252451e+02 -1.883675949784412751e+01
-7.268385391853521469e+02 -6.043575773807483529e+02 -1.873433272752316725e+01
-7.347900004715083924e+02 -5.965807689538535215e+02 -1.853457749212628869e+01
-7.420504251429442775e+02 -5.945505027580154547e+02 -1.847709262388150364e+01
-7.332640856185429357e+02 -5.991526634380863925e+02 -1.846431935699035876e+01
-7.319662364094342593e+02 -6.013375056397915159e+02 -1.866438250670483967e+01
-7.211361229510998783e+02 -5.995973008001742528e+02 -1.885352413644289982e+01
-7.292069282137142636e+02 -6.026966758580966825e+02 -1.919183461793028300e+01
-7.291885802796775806e+02 -6.036139755751246412e+02 -1.834895928747641847e+01
-7.308039408198027331e+02 -5.986712664366100398e+02 -1.836357523895003396e+01
-7.236779507037514350e+02 -6.020253195897786327e+02 -1.849547998886595224e+01
-7.354491157251848108e+02 -5.975426486606093022e+02 -1.880703209330869186e+01
-7.442265920134500448e+02 -5.949743526885320080e+02 -1.899554373211867642e+01
-7.374357305921287207e+02 -6.012939791837848134e+02 -1.896317797970431229e+01
-7.397997089774237338e+02 -6.015099685839549011e+02 -1.878565871240141405e+01
-7.505632343887714342e+02 -6.014932324240671733e+02 -1.869222411256129135e+01
-7.511780659435243024e+02 -5.994615965994775024e+02 -1.887604211276811839e+01
-7.463659609066075973e+02 -5.994300850579484177e+02 -1.848382246907965509e+01
-7.398939216736572462e+02 -6.005286163854664210e+02 -1.856137596399656786e+01
-7.300791096186734421e+02 -6.060918501319001734e+02 -1.844935081948955258e+01
-7.383996201648683382e+02 -6.043448712584332725e+02 -1.854765450186090447e+01
-7.291548378368102021e+02 -6.071507215155916128e+02 -1.841355568348771499e+01
-7.331238410971774329e+02 -5.969494126518530948e+02 -1.842405352216968595e+01
-7.329397088286333428e+02 -6.017903821848898360e+02 -1.834226509308649611e+01
-7.388230474795428790e+02 -5.963558390289462068e+02 -1.838620677179937957e+01
-7.217902701597662372e+02 -6.002134353950068544e+02 -1.837351246455398268e+01
-7.269821922326881349e+02 -5.956408785737517064e+02 -1.839476486966202629e+01
-7.318684203384499369e+02 -5.985614746586179535e+02 -1.852626903780009116e+01
-7.312504064786978688e+02 -5.974124755137676175e+02 -1.859168479952165853e+01
-7.285229253582527917e+02 -5.965006383890583948e+02 -1.851171127871180033e+01
-7.318559639070244884e+02 -6.029140167079078765e+02 -1.855556006447659456e+01
-7.345019246479502044e+02 -6.027384511528340454e+02 -1.889351839961750557e+01
-7.223945144986319065e+02 -6.042044104787854621e+02 -1.864980088054966245e+01
-7.244533199546202695e+02 -6.034899576510313182e+02 -1.796425777889845676e+01
-7.242793749304252060e+02 -5.993730526244603425e+02 -1.779775711190700349e+01
-7.291204182415139030e+02 -6.003961264044382915e+02 -1.774927937881847129e+01
-7.246319832196419384e+02 -6.038500568106805986e+02 -1.687722758119235777e+01
-7.325636042666077401e+02 -5.981924048995606427e+02 -1.685108556670860480e+01
-7.276472524121452352e+02 -6.031138207152777113e+02 -1.796037107997591420e+01
-7.302865580435130823e+02 -6.114082930052052234e+02 -1.876898757172256182e+01
-7.303537408957093930e+02 -6.098933102908815727e+02 -1.819315621657085558e+01
-7.388817850450677724e+02 -6.011514381999218131e+02 -1.759270816246765889e+01
-7.279014479108891464e+02 -6.023972799816895076e+02 -1.793035679679917394e+01
-7.261738723549067345e+02 -6.006914904978498271e+02 -1.835629076622683442e+01
-7.271480405376682938e+02 -6.046089775921431055e+02 -1.788211249800832547e+01
-7.227707481878437648e+02 -6.115723363524592742e+02 -1.864483519099590580e+01
-7.258305741576417631e+02 -6.058421364396128865e+02 -1.824076640595143317e+01
-7.246528639339537676e+02 -6.080307979511292160e+02 -1.828919517953175955e+01
-7.319586976742875777e+02 -6.015243495179545334e+02 -1.872713871648198847e+01
-7.334157901716125707e+02 -5.993532682092456980e+02 -1.845980886002027432e+01
-7.228155967262564445e+02 -6.089285509125813860e+02 -1.798394459594163663e+01
-7.293352988871766911e+02 -6.067884429089587002e+02 -1.777066652750428943e+01
-7.348152176438035212e+02 -6.008435929310636539e+02 -1.750768971829768361e+01
-7.316612753202352906e+02 -6.039491203060929365e+02 -1.727610995544642947e+01
-7.409609544229690528e+02 -6.044334093241343453e+02 -1.825225363511788146e+01
-7.292142978096909474e+02 -6.066975667661456555e+02 -1.805821802219765004e+01
-7.374560416202197075e+02 -6.044885983071530973e+02 -1.872506153734877898e+01
-7.369909208304196682e+02 -6.028139676736930141e+02 -1.838774502681866352e+01
-7.526736240903896942e+02 -6.068737839453528977e+02 -1.855158478636701602e+01
-7.473564390132568178e+02 -6.127371436535967177e+02 -1.889723054765443067e+01
-7.469197686048814830e+02 -6.096183845260637781e+02 -1.711781454411379855e+01
-7.550474647806825033e+02 -6.064619393627954196e+02 -1.667617954111562995e+01
-7.634518334420120027e+02 -6.065034502508651713e+02 -1.805501075214039020e+01
-7.570071144033142900e+02 -6.060302823662957508e+02 -1.813695840305251750e+01
-7.570198822984000344e+02 -6.045846983794172047e+02 -1.750367767204420488e+01
-7.538796225335387362e+02 -6.090021466924749802e+02 -1.817367168076037842e+01
-7.431292349309925385e+02 -6.099061030704187942e+02 -1.833045622782884720e+01
-7.355663367258039216e+02 -6.043206059882537602e+02 -1.819662342308839698e+01
-7.407942835961871424e+02 -6.062685318882721504e+02 -1.855448699837748450e+01
-7.433769668100850367e+02 -6.089434651073096347e+02 -1.832961449082904437e+01
-7.459826854687962623e+02 -6.060357014469184378e+02 -1.879805762868352303e+01
-7.399925927222772088e+02 -6.097505005424193314e+02 -1.875164024984124467e+01
-7.367299001512110408e+02 -6.110735167273942352e+02 -1.895048367795058653e+01
-7.351323453402092127e+02 -6.101137872203703409e+02 -1.846117891701152303e+01
-7.408046043624312915e+02 -6.085602612690771593e+02 -1.787383671030806909e+01
-7.352105085711203856e+02 -6.086639670013250907e+02 -1.825625612848509149e+01
-7.307297658718784987e+02 -6.037584804145410544e+02 -1.807450004067732152e+01
-7.342706525814335237e+02 -6.025606953902132545e+02 -1.844660556958183406e+01
-7.358388485171730053e+02 -6.078431677757945408e+02 -1.812908722770814052e+01
-7.361091905811944116e+02 -6.032605303529566072e+02 -1.765403295108205839e+01
-7.355571131142467038e+02 -6.039899880185985239e+02 -1.752084850122582793e+01
-7.409075384224234995e+02 -6.039898797299238140e+02 -1.808206648808322825e+01
-7.332874771415854411e+02 -6.071714404607214419e+02 -1.847192910015309053e+01
-7.243393590224223999e+02 -6.103224432637055088e+02 -1.921512317682544335e+01
-7.374030972012902794e+02 -6.036419299894027972e+02 -1.691544555708406961e+01
-7.358468390014282932e+02 -6.043956950584754395e+02 -1.805847337471794845e+01
-7.341748739389240654e+02 -6.080732330723326413e+02 -1.856470060265866096e+01
-7.366290666184321481e+02 -6.048329848114788092e+02 -1.874602664393205487e+01
-7.304512113640611233e+02 -6.038797293246971094e+02 -1.859590180365609058e+01
-7.298161167539952885e+02 -6.038193107278536900e+02 -1.865304556927969770e+01
-7.319355180900209916e+02 -6.036061937926842802e+02 -1.860892316000490609e+01
-7.338058791702450208e+02 -5.994632177795393773e+02 -1.852466311310831770e+01
-7.382394560420658536e+02 -6.048787184785378486e+02 -1.740651010081842287e+01
-7.378115065668708894e+02 -6.041542808401163711e+02 -1.818251915826238019e+01
-7.467348694785991938e+02 -6.005666648667470326e+02 -1.846696200107203367e+01
-7.465428539780225492e+02 -6.092196176704400159e+02 -1.823560967942665911e+01
-7.412162595931156375e+02 -6.106367306222159641e+02 -1.780457917401554369e+01
-7.490242277956946282e+02 -6.079880551174816219e+02 -1.789540357423834394e+01
-7.495014483487590269e+02 -5.978920834443421199e+02 -1.783532970094711345e+01
-7.428481179131090357e+02 -5.993116691812452927e+02 -1.862356044615881956e+01
-7.414161787933710457e+02 -6.038964657059808587e+02 -1.890862841760230140e+01
-7.319498731438347932e+02 -6.083364326985649768e+02 -1.839930590973267499e+01
-7.368558949594333853e+02 -6.131839247087220883e+02 -1.848571704029160401e+01
-7.398188116513780415e+02 -6.006905451664977136e+02 -1.865295871510812731e+01
-7.280245604766292900e+02 -6.078236591609551169e+02 -1.843632861870639772e+01
-7.372988437451406298e+02 -6.015742910736298654e+02 -1.798776973683834512e+01
-7.318511926724781915e+02 -6.025426876795513635e+02 -1.828767380688663025e+01
-7.244163087767487923e+02 -6.001566373439532072e+02 -1.845486855996711029e+01
-7.303049488784314462e+02 -6.006700548313413037e+02 -1.781557941502921949e+01
-7.284181720092834667e+02 -6.042663274530098079e+02 -1.817772530213829896e+01
-7.270934043186808822e+02 -6.079288370096761582e+02 -1.834387959705196636e+01
-7.287460177856381733e+02 -6.023679680471789197e+02 -1.793033884118369770e+01
-7.354636669640291302e+02 -6.022190187355649869e+02 -1.791372412045950568e+01
-7.377596021666812476e+02 -5.996931781029670674e+02 -1.843927789260453665e+01
-7.399536645641353516e+02 -6.042162127107252445e+02 -1.827924572343954424e+01
-7.422354105540915725e+02 -6.044532005209033514e+02 -1.887510905161258279e+01
-7.416159150564230913e+02 -6.049316179419295167e+02 -1.815890211470497206e+01
-7.456481605017931997e+02 -6.027880144408375145e+02 -1.686770803665706353e+01
-7.418933086498824423e+02 -6.101357744120532516e+02 -1.673523237131200858e+01
-7.447625209320777913e+02 -6.024082381835703472e+02 -1.695660126231149434e+01
-7.385338661062164647e+02 -6.000300417263505324e+02 -1.802902604246719420e+01
-7.543792483471470405e+02 -5.985335685885828525e+02 -1.739467569362966515e+01
-7.391233298391208564e+02 -5.989754165116269178e+02 -1.742293405541528273e+01
-7.407492421635862456e+02 -6.013751700089811720e+02 -1.680285574985686026e+01
-7.344288018945229624e+02 -6.087867599196306401e+02 -1.685530181847929043e+01
-7.439892547495943518e+02 -6.030372155751050514e+02 -1.831691773675225932e+01
-7.369363010178743707e+02 -6.042182631894418137e+02 -1.721654103769765243e+01
-7.329613761838826349e+02 -6.032632367335615982e+02 -1.740687800435875943e+01
-7.397042823324061374e+02 -6.038565220171051351e+02 -1.676458349219825550e+01
-7.379137120196671731e+02 -6.047089853171044069e+02 -1.841554921084588159e+01
-7.373496433335582196e+02 -6.022028324712556469e+02 -1.853279776838019188e+01
-7.565709625053987111e+02 -5.961212958104376867e+02 -1.852535509052296447e+01
-7.581887707121168205e+02 -6.003168802314296499e+02 -1.846384387836150154e+01
-7.673177389828117612e+02 -6.034898151715505037e+02 -1.750757865113837397e+01
-7.614431231003945868e+02 -6.071749824713261887e+02 -1.743725893610161393e+01
-7.734924790845603866e+02 -6.029993264897412928e+02 -1.760510894614589006e+01
-7.655784415010563180e+02 -6.010774826969748119e+02 -1.671292544908777700e+01
-7.665464111400067395e+02 -6.014120039299677956e+02 -1.723843580382498430e+01
-7.577093267893687880e+02 -6.058964598037798623e+02 -1.784970399377459671e+01
-7.551508932148353779e+02 -6.035678096425172043e+02 -1.698040947283590185e+01
-7.533822007220935575e+02 -6.031855456270790228e+02 -1.684527846611052837e+01
-7.540219168719825120e+02 -5.998134058501109394e+02 -1.703243030958662985e+01
-7.598355100585293940e+02 -6.007201349808401574e+02 -1.739595812319180368e+01
-7.713067095651176714e+02 -6.018290091286289680e+02 -1.810953236422579948e+01
-7.653487717606976730e+02 -6.087420268967144921e+02 -1.813214400211373345e+01
-7.582614601771448406e+02 -6.072467282029983835e+02 -1.817360405570886428e+01
-7.615874233641850424e+02 -6.068846980518942473e+02 -1.923290906914093057e+01
-7.607651528038575179e+02 -6.025371082925140627e+02 -1.844918436228232395e+01
-7.527611941608299730e+02 -6.070366949061829018e+02 -1.798381369268057028e+01
-7.445645990691161842e+02 -6.054675496786886697e+02 -1.795977590391385093e+01
-7.352398764156389461e+02 -6.133599655004967417e+02 -1.827482691860384989e+01
-7.369854451298696176e+02 -6.149561763103663452e+02 -1.695374964380829397e+01
-7.465359044019768362e+02 -6.034536508650226097e+02 -1.694675958798626425e+01
-7.414395910231196467e+02 -6.032310740153383222e+02 -1.856379054515980442e+01
-7.518469953204651119e+02 -6.008287081154844600e+02 -1.866486593595368504e+01
-7.462716405044029671e+02 -5.998360192725267552e+02 -1.808169172605698805e+01
-7.414654672982634338e+02 -5.984492549900852509e+02 -1.790664456495284185e+01
-7.374539554007097877e+02 -6.030476336999442992e+02 -1.653708882792972190e+01
-7.371474564799689233e+02 -6.007800622718461909e+02 -1.887090223452156579e+01
-7.247098506707962997e+02 -6.017309754110526683e+02 -1.804832681882112411e+01
-7.251001384831995438e+02 -6.023410657381913325e+02 -1.810914220714522571e+01
-7.287162235604605485e+02 -5.991015339485159075e+02 -1.759333197982761021e+01
-7.261884167577935614e+02 -5.985294024789030800e+02 -1.619427117575042985e+01
-7.304598961907963712e+02 -6.013075944920593656e+02 -1.664879418803133149e+01
-7.308943125984096696e+02 -6.003951288400041904e+02 -1.806749161854628483e+01
-7.414577380086834637e+02 -6.006040159565968679e+02 -1.698021689760474828e+01
-7.325732025534804279e+02 -6.067739610442017693e+02 -1.773370878756560387e+01
-7.455939224051451220e+02 -5.985632240131972139e+02 -1.740166859919401077e+01
-7.368198550598879137e+02 -5.971589832473882780e+02 -1.747012635937227287e+01
-7.396731313555628731e+02 -5.964545224880685055e+02 -1.746886907623439811e+01
-7.313131759947308410e+02 -6.018048832620800113e+02 -1.702580268102832406e+01
-7.398724071123405110e+02 -6.035683159723485005e+02 -1.749146160035104458e+01
-7.389010063856666193e+02 -5.977925178368809611e+02 -1.782015058425230336e+01
-7.326804145400594734e+02 -5.983833436449215242e+02 -1.738779073816664322e+01
-7.348843966813449242e+02 -5.989685160482256379e+02 -1.850150000982660004e+01
-7.279882904549587010e+02 -5.997804797233134195e+02 -1.853618405610808395e+01
-7.319466234907603166e+02 -6.012520356914908461e+02 -1.841942527325767287e+01
-7.243882235427810201e+02 -6.042645068343473440e+02 -1.872213898798287346e+01
-7.291895958614209121e+02 -6.065855434956831687e+02 -1.684314472001102558e+01
-7.333143759567057032e+02 -6.007372221414519800e+02 -1.756718557187554097e+01
-7.282773644814335512e+02 -6.026750757084346333e+02 -1.652945193638078081e+01
-7.257264564671154403e+02 -6.096478170847947240e+02 -1.680627393570944150e+01
-7.353717378157031135e+02 -5.999735841602687287e+02 -1.712131013649349143e+01
-7.439693327226414112e+02 -6.048901308576801057e+02 -1.711715121079851087e+01
-7.503093236330380478e+02 -6.078137022702296690e+02 -1.752576302723974777e+01
-7.470731193571051563e+02 -6.019259571135709166e+02 -1.804940198120146988e+01
-7.522560007698209574e+02 -6.018393732084113026e+02 -1.819368143689251838e+01
-7.466416282827061650e+02 -6.042970181858521528e+02 -1.815568650799292527e+01
-7.471017203615095923e+02 -5.996051455180206631e+02 -1.741293060014163530e+01
-7.282574400166533906e+02 -6.051714595110624941e+02 -1.691544139651625756e+01
-7.236879658250865077e+02 -5.996264077208211347e+02 -1.677910191883091784e+01
-7.232247067088146650e+02 -6.031211994875350229e+02 -1.662618305887804127e+01
-7.312435677181623532e+02 -5.974112611940005308e+02 -1.801440330129742051e+01
-7.152954473784210450e+02 -6.000459730223757333e+02 -1.743072129731808673e+01
-7.102121457587420537e+02 -5.996681358264486335e+02 -1.721696322357905728e+01
-7.161769109312533601e+02 -6.080957012747162480e+02 -1.834205515154508248e+01
-7.235017074476852486e+02 -6.011306879114881667e+02 -1.824014742658511068e+01
-7.174423480249004115e+02 -6.023584183950354145e+02 -1.869376659012579012e+01
-7.228945335708808670e+02 -5.977041722000478785e+02 -1.849668003504660874e+01
-7.263242794431236007e+02 -5.987667323646796831e+02 -1.808159436218659266e+01
-7.334210621166158717e+02 -6.002445543979388276e+02 -1.919758991361680955e+01
-7.336514763271154607e+02 -5.992213631564794696e+02 -1.680305490252504796e+01
-7.463655440408153936e+02 -6.002192163918765573e+02 -1.773817202026629047e+01
-7.329275183562883740e+02 -6.046517731812376724e+02 -1.727821255486668406e+01
-7.352587113035865514e+02 -6.009451329827411428e+02 -1.793607710174956082e+01
-7.377360785891098658e+02 -5.972618330733496350e+02 -1.721316514754136051e+01
-7.372742384722366751e+02 -5.982680570861073193e+02 -1.834827436495498887e+01
-7.332875954114301749e+02 -5.995702702491699938e+02 -1.768603895982693075e+01
-7.291100243588560943e+02 -6.003986914603897276e+02 -1.799855701205410696e+01
-7.306151384301809912e+02 -5.993129206934797821e+02 -1.788783278672610777e+01
-7.312258945059498956e+02 -6.035101735567077412e+02 -1.804219794221830853e+01
-7.311363537536939248e+02 -6.014680796836146328e+02 -1.830132671690478219e+01
-7.382553162958267876e+02 -5.946466846378823448e+02 -1.830977918534227911e+01
-7.274368675476634962e+02 -6.047391197923110440e+02 -1.918576601668274861e+01
-7.263077823784440170e+02 -6.064946777890022531e+02 -1.958925084892018731e+01
-7.425983385334941431e+02 -6.003116185269591369e+02 -1.880450755562259246e+01
-7.386781846769766844e+02 -6.023795601199403791e+02 -1.884082589926180162e+01
-7.369665202053231496e+02 -6.049145056548786670e+02 -1.853837242889051140e+01
-7.310355394579949007e+02 -6.017028258903898177e+02 -1.803586946939492464e+01
-7.337228518041233656e+02 -6.073816665649574134e+02 -1.811826644835417710e+01
-7.307793137682639326e+02 -6.007195438435790038e+02 -1.864046280817217394e+01
-7.316064158434269302e+02 -6.007630346731427835e+02 -1.828092754191476388e+01
-7.370774215558652713e+02 -6.056329386276067908e+02 -1.842781166242838253e+01
-7.373500184549795904e+02 -5.998116755999286625e+02 -1.864011378629970750e+01
-7.329242021783206837e+02 -6.005367279215075769e+02 -1.892680502845553292e+01
-7.389651242364071777e+02 -6.025137903811782962e+02 -1.933256920482529040e+01
-7.304663494255488558e+02 -6.039697753442122803e+02 -1.857680058911182641e+01
-7.237743987892052928e+02 -6.114948499601183585e+02 -1.909138284036743016e+01
-7.356671929038548114e+02 -6.098690656176377161e+02 -1.857675782917658580e+01
-7.409269114422903613e+02 -6.034041021641540965e+02 -1.903490525097998898e+01
-7.550569190759611047e+02 -5.994730461748386006e+02 -1.914793246399256077e+01
-7.431654942104468091e+02 -6.038780518037714273e+02 -1.886686825915325016e+01
-7.444236269682068041e+02 -6.076135828775484242e+02 -1.870551499474598245e+01
-7.445348352417955766e+02 -6.069078057399896124e+02 -1.859038721446424347e+01
-7.379552107906637275e+02 -6.070497932098330693e+02 -1.866565970173164146e+01
-7.474390302920902514e+02 -6.074752817280495947e+02 -1.881345194797688691e+01
-7.518126402262059855e+02 -6.047649267413173675e+02 -1.986414442622157139e+01
-7.412733573883913323e+02 -6.052431230509159832e+02 -1.843738822044468861e+01
-7.307813135932788100e+02 -6.065334057678512636e+02 -1.888964092243719506e+01
-7.266130985186547377e+02 -6.025970960912779901e+02 -1.824489326441511139e+01
-7.207023441788132914e+02 -6.017057113108236308e+02 -1.822445750289358557e+01
-7.204588686016950305e+02 -6.036250199375376724e+02 -1.817164384485795381e+01
-7.229872526572369225e+02 -6.042489369460788566e+02 -1.873820796903567043e+01
-7.291275815135463745e+02 -6.003344594019845317e+02 -1.849923826840074526e+01
-7.326176918905543971e+02 -6.002322076167095020e+02 -1.844569592468434394e+01
-7.344956386825240315e+02 -6.012302912017551080e+02 -1.876242364355584868e+01
-7.369479445305602212e+02 -5.989572807329584521e+02 -1.854186899615251605e+01
-7.308829195942965953e+02 -5.960668360769794845e+02 -1.851372987250516644e+01
-7.339012986636782898e+02 -6.027150046122046660e+02 -1.872361767353930873e+01
-7.415186519927638074e+02 -5.980396697963574297e+02 -1.857162075923980638e+01
-7.396845319505158614e+02 -6.047437124810744535e+02 -1.854916865646475799e+01
-7.321920919946611548e+02 -6.090690663535540352e+02 -1.933455748855840284e+01
-7.319561419568830161e+02 -6.013418699844960429e+02 -1.810986913964291034e+01
-7.278580472844239466e+02 -6.056555901280358967e+02 -1.826010233715402364e+01
-7.322179591547869677e+02 -6.023092758859241940e+02 -1.856988855526293491e+01
-7.347559239633940251e+02 -5.994456928176020938e+02 -1.878477465079197373e+01
-7.213257710327803807e+02 -6.093235120370518416e+02 -1.876044542199923626e+01
-7.318463080455070440e+02 -6.044056594173016492e+02 -1.895836264767206103e+01
-7.148111357478423997e+02 -6.036340334043459279e+02 -1.883207629860515908e+01
-7.197102327139828049e+02 -6.044787894985631738e+02 -1.851156726745682590e+01
-7.127517860055792198e+02 -6.052708078046830451e+02 -1.901197931733975111e+01
-7.211423717930153998e+02 -6.035767708199277877e+02 -1.903420495072117546e+01
-7.186784051496614438e+02 -6.038496209733003752e+02 -1.877407075227080213e+01
-7.144873988838253354e+02 -6.015885575837236274e+02 -1.849809127652957841e+01
-7.148083235316505579e+02 -6.050927191080916145e+02 -1.904503206310130281e+01
-7.166597446340530269e+02 -6.027649665851970440e+02 -1.867499376220951035e+01
-7.143681717109891451e+02 -6.050924687990375332e+02 -1.845362851739679400e+01
-7.133666678919951210e+02 -5.997874406604897786e+02 -1.843488822691909945e+01
-7.146582997469899965e+02 -6.035138117352061045e+02 -1.861528911237280681e+01
-7.202670377466672562e+02 -6.026714355327239900e+02 -1.826089071188710022e+01
-7.194711376756242771e+02 -6.034938797122451888e+02 -1.822314459710730716e+01
-7.129795130601022493e+02 -6.027197942471102579e+02 -1.865560760935017015e+01
-7.128685671512922681e+02 -6.070806292648969702e+02 -1.847174734540311647e+01
-7.091571897490244965e+02 -6.075656834737337704e+02 -1.853855350414755776e+01
-7.208981011981481970e+02 -6.093644914171804885e+02 -1.873493194007306784e+01
-7.353933618746241336e+02 -6.126361531297924330e+02 -1.916213833318516890e+01
-7.353590295478725238e+02 -6.141251127538932906e+02 -1.876229291875785066e+01
-7.366115271079091826e+02 -6.103596241663889259e+02 -1.868298530768419141e+01
-7.376874715052628062e+02 -6.064523497938835135e+02 -1.895287441086850322e+01
-7.408318803616891728e+02 -6.013401629040439502e+02 -1.876121275847958714e+01
-7.444849014035085020e+02 -6.029835946844507362e+02 -1.864844164327905673e+01
-7.472934704718321655e+02 -6.075410351131033622e+02 -1.855342523482789829e+01
-7.481199436578471023e+02 -6.089388252907816650e+02 -1.780449815641730993e+01
-7.573557807081315332e+02 -6.025630456124906686e+02 -1.788684063631541221e+01
-7.541449206613287970e+02 -6.045446190035302152e+02 -1.752301124550643863e+01
-7.448248888563344963e+02 -6.084905267132536437e+02 -1.853739983402999769e+01
-7.530477406510924538e+02 -6.036054094754646258e+02 -1.739777872909809275e+01
-7.474757835341165446e+02 -6.016959338941551323e+02 -1.890774081453440658e+01
-7.400361136429520457e+02 -6.041272306348628263e+02 -1.837092171853151967e+01
-7.358202074547576785e+02 -5.992173239071223634e+02 -1.850703842813737765e+01
-7.328101813104947269e+02 -6.018482674402179100e+02 -1.863384939574854116e+01
-7.357797738778414214e+02 -6.031242912069246813e+02 -1.837087342124920042e+01
-7.378413350914295279e+02 -6.049909626099716888e+02 -1.808763866445900703e+01
-7.462782024930774014e+02 -6.004116514653521790e+02 -1.866475088309618968e+01
-7.539051777418123947e+02 -6.026946811304494531e+02 -1.812993499526976393e+01
-7.554583730241768080e+02 -6.023511712056895249e+02 -1.822420932188066445e+01
-7.514176275167537824e+02 -6.039434139226484604e+02 -1.869281198512283027e+01
-7.322728805321116852e+02 -6.071728981016781290e+02 -1.802435794668224389e+01
-7.498489942876018404e+02 -6.046807710893235708e+02 -1.923227014734874274e+01
-7.422229280856355444e+02 -6.065189368852448979e+02 -1.908051583594760814e+01
-7.396614202945685292e+02 -6.056288385100924643e+02 -1.848892526238739720e+01
-7.321356318323538517e+02 -6.134254137893251482e+02 -1.866893190204504549e+01
-7.239880795767467134e+02 -6.123621712091360223e+02 -1.852693078300023899e+01
-7.185921905478458029e+02 -6.049023181961892988e+02 -1.859265680924141861e+01
-7.299124202194016107e+02 -6.011442838754461491e+02 -1.837201593730236482e+01
-7.266241853014296339e+02 -6.104177226426373863e+02 -1.862517605465211545e+01
-7.263376846283632631e+02 -6.058548558126349235e+02 -1.843837490373783794e+01
-7.284222275038919179e+02 -6.018710942407797120e+02 -1.836215207726667131e+01
-7.367465712919048428e+02 -6.008379327752343215e+02 -1.818549211747608751e+01
-7.253379140991893337e+02 -6.023611172187652301e+02 -1.844998270833826837e+01
-7.145219442177259452e+02 -6.073197934861238991e+02 -1.840089519083613823e+01
-7.215981425166730787e+02 -6.096484202779181487e+02 -1.899670618639623854e+01
-7.255365672107377577e+02 -6.040497690124734618e+02 -1.865577380712045397e+01
-7.262726666904665080e+02 -6.023500103064897075e+02 -1.893826883010262918e+01
-7.270852542793235216e+02 -6.009758436259423888e+02 -1.849738528589989528e+01
-7.244653335709807607e+02 -6.032129511452021688e+02 -1.856585457266004369e+01
-7.226306468550715181e+02 -6.064763465445078054e+02 -1.850322167664864992e+01
-7.345332110544917441e+02 -6.001376696228720675e+02 -1.860460810294506473e+01
-7.305948318549999385e+02 -6.052264604790689191e+02 -1.785361723313550897e+01
-7.430187903790920245e+02 -5.972523126589447884e+02 -1.850578854650416361e+01
-7.324369519830444233e+02 -6.026765841944830981e+02 -1.808492840190172046e+01
-7.322940966760666015e+02 -5.983553551372743868e+02 -1.800377038213991909e+01
-7.189123972853260511e+02 -6.044587564900580219e+02 -1.850046640891667948e+01
-7.192620859068332493e+02 -6.022901913763384982e+02 -1.860327884575349344e+01
-7.249989458070449473e+02 -6.033736806831861941e+02 -1.877162473692908407e+01
-7.301751528902326527e+02 -6.029549688824085933e+02 -1.957866115153444753e+01
-7.232351874445071189e+02 -6.095038365753841845e+02 -1.842133268777556054e+01
-7.187455753756006516e+02 -6.036499075237326224e+02 -1.866902051692170517e+01
-7.151320454628322523e+02 -6.004059422482318951e+02 -1.866833747883532624e+01
-7.133822898297969459e+02 -6.041914931146097842e+02 -1.872613798086354109e+01
-7.204034298670699172e+02 -6.007138324517087540e+02 -1.834864691774009771e+01
-7.225959967788005542e+02 -6.042462208380748052e+02 -1.813261740286151280e+01
-7.143469207472672906e+02 -6.091230643450228399e+02 -1.815787693820556115e+01
-7.138233878714166849e+02 -6.091618534670946019e+02 -1.883603330098998185e+01
-7.175439152484001397e+02 -6.082550424974166390e+02 -1.884778514592380816e+01
-7.140774690322155038e+02 -6.119699407633556802e+02 -1.895562981007617509e+01
-7.240190713234212581e+02 -6.043684495341144611e+02 -1.862553414333154933e+01
-7.200391665228000875e+02 -6.050267312846372079e+02 -1.860378543471352941e+01
-7.248763353270438756e+02 -6.050520485442951895e+02 -1.862964112666423944e+01
-7.198570255169669281e+02 -6.052740498161650748e+02 -1.872736576443429612e+01
-7.268332998508913079e+02 -5.985048382421324504e+02 -1.833279354836696484e+01
-7.165408848473477974e+02 -5.999084233020325883e+02 -1.866119481638611433e+01
-7.201304257795943613e+02 -6.037778667681295701e+02 -1.874367327603505373e+01
-7.158450930794102760e+02 -6.172412237043529331e+02 -1.884913876109669673e+01
-7.247933787753805746e+02 -6.117924007740862180e+02 -1.836034670807424618e+01
-7.245709511633331203e+02 -6.030458672652169980e+02 -1.822999722114701626e+01
-7.281980168348867437e+02 -6.054115627661308281e+02 -1.866631961899076941e+01
-7.223881856603538836e+02 -6.040081940235484126e+02 -1.883579706797337394e+01
-7.180477548179362657e+02 -6.046751866157561608e+02 -1.868892893989578852e+01
-7.219060017227435537e+02 -6.038465217254067738e+02 -1.873118255955319000e+01
