log.prior	log.likelihood	log.likelihood.test.set
-7.153453542953130864e+02 -6.036425154111407210e+02 -1.869943247372674477e+01
-7.107302754661352537e+02 -6.060155091135899283e+02 -1.889634728083692039e+01
-7.114076793822075615e+02 -6.110752758005016858e+02 -1.893144885316903014e+01
-7.169302221407538127e+02 -6.052394667408653959e+02 -1.878003634121728282e+01
-7.226648159179277400e+02 -6.017094405074822134e+02 -1.867578750374229912e+01
-7.261029495846261170e+02 -5.988895315091716611e+02 -1.870216143180317658e+01
-7.172347829193076905e+02 -6.039385598207570638e+02 -1.843944587795351708e+01
-7.177475250828797471e+02 -6.003203666661104307e+02 -1.877411276391842421e+01
-7.319734348627217742e+02 -6.007402921781980467e+02 -1.876978734978558805e+01
-7.326606326714162378e+02 -6.040386748548316973e+02 -1.832506448979211200e+01
-7.323425537792062414e+02 -6.051714727631670030e+02 -1.844032477738909392e+01
-7.288483084354816128e+02 -5.974727365626624760e+02 -1.874709268084234282e+01
-7.323665499199663600e+02 -5.997675264273914308e+02 -1.875202302181668301e+01
-7.334236002535955095e+02 -6.024235655961531393e+02 -1.896729987367882586e+01
-7.243552406845551559e+02 -6.143944418215710357e+02 -1.875530760518711304e+01
-7.247969816831795242e+02 -6.059470946871790602e+02 -1.929558465823635061e+01
-7.181691624276187440e+02 -6.029748925453559423e+02 -1.888569994657490270e+01
-7.076685860265735073e+02 -6.081159101398009170e+02 -1.892706364226813776e+01
-7.084585389898466019e+02 -6.057086807386396003e+02 -1.891170841513167034e+01
-7.087846969742539613e+02 -6.026287551688369604e+02 -1.900409563459152196e+01
-7.150147867305475984e+02 -6.020140456771767958e+02 -1.823727600590615339e+01
-7.157202467630415867e+02 -6.055366750732393939e+02 -1.847684697548936583e+01
-7.240011623583320670e+02 -6.010613437255100280e+02 -1.843179187746625303e+01
-7.288900500676563752e+02 -6.052097788252808641e+02 -1.867332295566137645e+01
-7.304651516254289163e+02 -6.131147858966343165e+02 -1.905941621495333038e+01
-7.208825137208838214e+02 -6.086566024696204522e+02 -1.895911915929730185e+01
-7.277337114900824417e+02 -6.063842418300021109e+02 -1.909845100475718027e+01
-7.291661649961956755e+02 -6.112145229903832160e+02 -1.971762022999052988e+01
-7.261038863835374286e+02 -6.120637040297167459e+02 -1.943436408492954115e+01
-7.358952058014137947e+02 -6.029624225066322651e+02 -1.726898983113130726e+01
-7.388413806886660495e+02 -6.023052114786944458e+02 -1.670263857187677559e+01
-7.412380903730125965e+02 -6.077590465683317689e+02 -1.692989378100645581e+01
-7.400064019691131989e+02 -6.099719524809163431e+02 -1.873613286176112069e+01
-7.276952165144491573e+02 -6.068365618694867862e+02 -1.896762452290357714e+01
-7.340137810338220561e+02 -6.056416589849504817e+02 -1.804546316919214632e+01
-7.434763083216001860e+02 -6.024211897934155786e+02 -1.712213931528600597e+01
-7.393508594750476277e+02 -6.084484860211555315e+02 -1.760424717262253580e+01
-7.293914825648695341e+02 -6.052795129863354759e+02 -1.840818560833565698e+01
-7.303651836993196866e+02 -6.047041586294607214e+02 -1.861059305846350753e+01
-7.301233410265823522e+02 -6.087941683858680335e+02 -1.848392672469913123e+01
-7.409616823958288023e+02 -6.022371072812297825e+02 -1.870855585412363098e+01
-7.335140276687376399e+02 -6.082722214669749974e+02 -1.853295545634620112e+01
-7.368804407554555382e+02 -6.110378969090533019e+02 -1.856734189306411054e+01
-7.292998671894945346e+02 -6.073064748851058994e+02 -1.863127106735356620e+01
-7.327553091017005045e+02 -6.024539481821575464e+02 -1.888945150090523839e+01
-7.305443466997573978e+02 -6.046882368723923946e+02 -1.838682945935022417e+01
-7.320352912294828229e+02 -6.080047734027458546e+02 -1.905506627399648778e+01
-7.451149492068527707e+02 -6.082319426086344265e+02 -1.727192839412941794e+01
-7.541063173135978559e+02 -5.982342049514875271e+02 -1.843390293028539872e+01
-7.549482708470510488e+02 -5.975466106079509245e+02 -1.775804226691161603e+01
-7.597602360993413413e+02 -5.996230392768322872e+02 -1.823979093346156333e+01
-7.533679075728581438e+02 -6.043935155399021824e+02 -1.870012236080481216e+01
-7.538758823462321743e+02 -6.082261905633422430e+02 -1.796727305566662380e+01
-7.529696122559444120e+02 -6.106925075550208248e+02 -1.806406275309728926e+01
-7.511526498412223418e+02 -6.087063034554448677e+02 -1.816514485279583369e+01
-7.521294476259205339e+02 -6.039008435563708872e+02 -1.827757977544962387e+01
-7.528741012837605240e+02 -6.076024796123003853e+02 -1.852409618108265477e+01
-7.423819842189404881e+02 -6.102019847564912425e+02 -1.880671033910277856e+01
-7.464258780696317217e+02 -6.037680792105263663e+02 -1.840802829591285672e+01
-7.554767107277104969e+02 -6.030731167528228980e+02 -1.853688784799788891e+01
-7.418719741990407783e+02 -6.057786386302652772e+02 -1.932940756463136722e+01
-7.333207756066323100e+02 -6.086647049727260992e+02 -1.844066185090454724e+01
-7.337450726758592054e+02 -6.058891007202430501e+02 -1.892241859927901260e+01
-7.312616102953352311e+02 -6.007829454826662641e+02 -1.864559360895003692e+01
-7.295054693303419526e+02 -6.046143018360514816e+02 -1.875656698509499165e+01
-7.264218897076544863e+02 -6.018379617933667305e+02 -1.899794486948957228e+01
-7.239719939992289710e+02 -6.041826064294256184e+02 -1.883181267740616249e+01
-7.217689278381210443e+02 -6.099842003305998333e+02 -1.866231406572563856e+01
-7.310481617611006868e+02 -6.044110350206185558e+02 -1.867809567987859509e+01
-7.325678922924059862e+02 -6.092041179137830795e+02 -1.889156560913909289e+01
-7.358385720619467065e+02 -6.083492094610387539e+02 -1.856053120808405765e+01
-7.403488490068911005e+02 -6.021730985913004588e+02 -1.848613451972477151e+01
-7.411140023724824459e+02 -6.008023778246584925e+02 -1.814434388178239033e+01
-7.466915875032177610e+02 -5.988976158264240439e+02 -1.782037936250310395e+01
-7.416502523461244891e+02 -6.054625299740043829e+02 -1.866377466592365408e+01
-7.353694646015553644e+02 -6.050105242589446561e+02 -1.840520684072760105e+01
-7.399192735605535063e+02 -6.030231748774497191e+02 -1.738185725792942549e+01
-7.438079832946965553e+02 -5.994833689391397229e+02 -1.748263484104074905e+01
-7.364203924668473746e+02 -6.019106317167886573e+02 -1.739028785718244308e+01
-7.331916046985542152e+02 -5.989931381504809451e+02 -1.732559492658151612e+01
-7.291868237356610507e+02 -6.026186928134688969e+02 -1.713068856070339052e+01
-7.296333300071983103e+02 -6.077102918420051765e+02 -1.779194024013753506e+01
-7.294999362850708167e+02 -6.047036310252151452e+02 -1.692273183624382682e+01
-7.221045522758719244e+02 -6.069538467078841677e+02 -1.760810969082928068e+01
-7.340948785742182281e+02 -6.076506778328553082e+02 -1.796708537516894921e+01
-7.364331026840650338e+02 -6.086700233672237346e+02 -1.776871405563491635e+01
-7.282207534169473320e+02 -6.112684950536221322e+02 -1.808430955346449309e+01
-7.287115815369160146e+02 -6.049390508711090888e+02 -1.801978026308836434e+01
-7.293376915302472980e+02 -5.985456207429119786e+02 -1.832013537981850959e+01
-7.289667157854669313e+02 -5.996673322066267247e+02 -1.810530640660459767e+01
-7.266360424026576084e+02 -6.038135520165096750e+02 -1.800955882957521226e+01
-7.218900072027080341e+02 -6.031630313089484616e+02 -1.789542398915642707e+01
-7.254785797419898472e+02 -6.027344005973151297e+02 -1.831708843287657373e+01
-7.224548227754004301e+02 -6.045428735795376269e+02 -1.758672814221944236e+01
-7.253463921462425787e+02 -6.036288973816288035e+02 -1.763116112301770499e+01
-7.262415338272805911e+02 -5.988349398889758959e+02 -1.791495452119340825e+01
-7.273739494646570165e+02 -6.012399158640726000e+02 -1.796512980087152300e+01
-7.251907498726045560e+02 -6.022232102990528801e+02 -1.813850562797676957e+01
-7.289918284332844678e+02 -6.093294080734087856e+02 -1.770658227405766638e+01
-7.275297774599272316e+02 -6.056748690226376084e+02 -1.758537102385236039e+01
-7.264144531177183808e+02 -6.001124416228593645e+02 -1.797760980211307924e+01
-7.250489719561589936e+02 -6.011489122741495521e+02 -1.859253289583733704e+01
-7.313557310457993026e+02 -6.008620093493935883e+02 -1.812902868842445514e+01
-7.269513769817184539e+02 -6.025722110433400758e+02 -1.779683165284814095e+01
-7.311609320635797076e+02 -5.996850087141415315e+02 -1.684213831303458164e+01
-7.403781196537748883e+02 -6.008444205551792265e+02 -1.646030317255639375e+01
-7.367569529551485630e+02 -6.121615193715590522e+02 -1.711777856510843776e+01
-7.438779002838779206e+02 -5.987878469636966656e+02 -1.744239714420592691e+01
-7.372058393202528350e+02 -6.013823561153276387e+02 -1.785563708524591675e+01
-7.274624592004489614e+02 -6.018379750270428303e+02 -1.797326351017102297e+01
-7.258954609059659333e+02 -6.024534649763031666e+02 -1.798872820742559497e+01
-7.266274243610234862e+02 -6.075558236309275344e+02 -1.810055518447774148e+01
-7.285458038814986139e+02 -6.040124045385557565e+02 -1.830029555072877656e+01
-7.253961417653690660e+02 -6.076892220926739583e+02 -1.868006284240584591e+01
-7.250195567427342667e+02 -6.035111834276094669e+02 -1.831765446574206635e+01
-7.245346177221983908e+02 -6.049162878805670971e+02 -1.769799463745238199e+01
-7.338061636132251806e+02 -5.988922251437637669e+02 -1.757369196578315496e+01
-7.293885220687440096e+02 -6.011719813606364369e+02 -1.707044929113715170e+01
-7.325004748811347781e+02 -6.020869288565027091e+02 -1.719962461114249663e+01
-7.308412193766284872e+02 -6.047002711794090146e+02 -1.768406028165838961e+01
-7.367328258791901590e+02 -6.046006575736355444e+02 -1.629835935221507270e+01
-7.410963610159445807e+02 -6.026216036339644688e+02 -1.657015434001209542e+01
-7.301332720539764978e+02 -6.007870525465403944e+02 -1.732719454403098780e+01
-7.177865374385027053e+02 -6.045750418824118242e+02 -1.872752515680213037e+01
-7.225638807237800165e+02 -6.037350850797099611e+02 -1.882577856510425818e+01
-7.151424106295926322e+02 -6.085084779683724037e+02 -1.897233115133889214e+01
-7.217315047432209667e+02 -6.070461358779973580e+02 -1.909155642328443037e+01
-7.330050223426326284e+02 -6.022639265370039539e+02 -1.795444223045950594e+01
-7.242179017799724079e+02 -6.069851601156356082e+02 -1.836119713505186724e+01
-7.309542204862850667e+02 -6.083633941917812535e+02 -1.863198746138311890e+01
-7.414553920011285300e+02 -6.010693118824704015e+02 -1.859241155506236964e+01
-7.312805170379049287e+02 -6.034776622287885175e+02 -1.853817735495061925e+01
-7.331590954948285344e+02 -6.043488245535176020e+02 -1.842033474350836286e+01
-7.320244311562169059e+02 -6.051715722300133393e+02 -1.706694103348547742e+01
-7.368137069884585344e+02 -5.998345399870536312e+02 -1.735822189636439816e+01
-7.382149938770343169e+02 -6.013266345413551335e+02 -1.740981365428376648e+01
-7.448267880622018993e+02 -5.992295270042484390e+02 -1.770592783858904795e+01
-7.408811279140522856e+02 -6.038919111971318898e+02 -1.817892533784174702e+01
-7.434352838422961440e+02 -6.044985455663193079e+02 -1.850498196147350427e+01
-7.380920902657014722e+02 -6.045778383972824486e+02 -1.912422966354671416e+01
-7.407839432115005138e+02 -6.035066238444544524e+02 -1.853178019439206992e+01
-7.367114427328002648e+02 -6.057548897074848355e+02 -1.886371879616734759e+01
-7.379360835114842985e+02 -6.069934942672509806e+02 -1.649788286514279889e+01
-7.393248490369094270e+02 -6.047429556323641009e+02 -1.811950331574945494e+01
-7.487282645551259748e+02 -6.030218109869729233e+02 -1.801549100353565791e+01
-7.436187557769989098e+02 -6.009830117229623738e+02 -1.841800198744618910e+01
-7.393323789106145796e+02 -6.033984494818096209e+02 -1.855075769888534865e+01
-7.490102284061825912e+02 -6.031243996559824154e+02 -1.873304573411758156e+01
-7.358060460225512998e+02 -6.018812260760946629e+02 -1.816505410248169028e+01
-7.365607878099253867e+02 -5.998377821417551559e+02 -1.778116036478184014e+01
-7.317123609554314498e+02 -5.981448316967221217e+02 -1.772748576690770506e+01
-7.275044003185988686e+02 -5.986371651881343041e+02 -1.858396429110791814e+01
-7.351126111587003606e+02 -5.991270006152981296e+02 -1.827685598128636002e+01
-7.380736649939965446e+02 -6.017575031138637769e+02 -1.846154410693918635e+01
-7.336148107141121955e+02 -5.980430146112200873e+02 -1.834455291765769402e+01
-7.331340553504311401e+02 -5.936576770834675472e+02 -1.702474682635437375e+01
-7.339663505143645352e+02 -5.984347694818752643e+02 -1.730305508651423452e+01
-7.403660889220454919e+02 -5.964161409288110463e+02 -1.770654754458621483e+01
-7.297658748523286931e+02 -5.992706464835895304e+02 -1.811366567702339125e+01
-7.235810519815172484e+02 -6.094591579593018196e+02 -1.787018507177634774e+01
-7.264781443551621578e+02 -6.026759584365543105e+02 -1.884375477146801359e+01
-7.310443695891535754e+02 -6.021292347676430836e+02 -1.816550632630406881e+01
-7.344637551847823715e+02 -5.995459845706657234e+02 -1.874626009322838627e+01
-7.361756955555708828e+02 -6.054994778041348127e+02 -1.704915250904065260e+01
-7.332293528201777235e+02 -6.038101749346983524e+02 -1.747354777771880663e+01
-7.373735652373133007e+02 -6.021622195462000491e+02 -1.735358207142962783e+01
-7.546883413956626327e+02 -5.994145368553131448e+02 -1.646729712590121153e+01
-7.526366935145100570e+02 -6.008346108269521437e+02 -1.685367675826910272e+01
-7.469663479292720467e+02 -6.027471692660840290e+02 -1.614757592613904080e+01
-7.406584122444755849e+02 -6.052942612269912388e+02 -1.786951115118699818e+01
-7.354318750031796981e+02 -6.042342255340774955e+02 -1.828202480306208599e+01
-7.420513280133773151e+02 -6.053906305944220776e+02 -1.845161296292394582e+01
-7.301691724119782521e+02 -6.039066170837029404e+02 -1.791306521282177755e+01
-7.259942108854974094e+02 -6.052620097948824878e+02 -1.858419273794373794e+01
-7.255482331904851208e+02 -6.047019828142141478e+02 -1.812134585702477807e+01
-7.214477062140043699e+02 -6.024022807220042068e+02 -1.805539778351374025e+01
-7.079948801739873261e+02 -6.031124701416385960e+02 -1.865021635708842496e+01
-7.147597190886048111e+02 -6.005067695684779210e+02 -1.894486497760817656e+01
-7.114744560197358396e+02 -6.070009195946771570e+02 -1.918081034526824169e+01
-6.962502630366243466e+02 -6.110359260243820927e+02 -1.848622422561794565e+01
-7.033176786872152206e+02 -6.076055773052029281e+02 -1.865835682422004993e+01
-7.158730558807278612e+02 -6.066709345819585906e+02 -1.864090498191069400e+01
-7.215309938642717498e+02 -6.047385612897123792e+02 -1.886231690390917493e+01
-7.268955589572060489e+02 -6.066909129262838860e+02 -1.885682039329202553e+01
-7.289318546138429156e+02 -6.015113515554864989e+02 -1.922894732949316676e+01
-7.296271276588335013e+02 -6.063572632195089227e+02 -1.858335182190171508e+01
-7.324646266112422381e+02 -6.047882676011836338e+02 -1.858362113892525258e+01
-7.251738654278416334e+02 -6.102017793617837924e+02 -1.896162598688744083e+01
-7.215167922890450427e+02 -6.079746111610472781e+02 -1.883607986546053326e+01
-7.343553533145233132e+02 -5.999413576979536629e+02 -1.841290947394463728e+01
-7.284381661631879297e+02 -5.981416197309559948e+02 -1.869554589267158917e+01
-7.339295287519199746e+02 -5.985234018922142241e+02 -1.888528659535649012e+01
-7.255127300092784708e+02 -6.088782888923255996e+02 -1.915744650459680543e+01
-7.230616388002880512e+02 -6.027004718877269624e+02 -1.877756524896847168e+01
-7.277335064534980802e+02 -6.005671860834427207e+02 -1.850970209100341890e+01
-7.258476593157254229e+02 -6.006958974648794083e+02 -1.851723914072027810e+01
-7.145235633265999695e+02 -6.047559064948751484e+02 -1.878783248040735998e+01
-7.186883762237101791e+02 -6.006693271420165274e+02 -1.885212602939361659e+01
-7.117115141289618805e+02 -6.056402758978881593e+02 -1.867862305081848717e+01
-7.104073609030466514e+02 -6.045265305974758121e+02 -1.874603567350675348e+01
-7.137106828684776474e+02 -6.029413742207393625e+02 -1.897124445956620775e+01
-7.099425830614853794e+02 -6.055021267597423957e+02 -1.869883724511430501e+01
-7.214761218398739402e+02 -6.040503691065780458e+02 -1.836183613514344870e+01
-7.233406939448429966e+02 -6.047534805681759735e+02 -1.851314736788759774e+01
-7.237751069518130862e+02 -6.030540037859530003e+02 -1.887405631719281018e+01
-7.340938110851448073e+02 -5.995284769877878261e+02 -1.908015445209872496e+01
-7.281682955235601185e+02 -6.046317936833344220e+02 -1.893289001880719979e+01
-7.294021069226431564e+02 -6.019198341516638493e+02 -1.885053296425343206e+01
-7.298780701006244271e+02 -5.990792993388807872e+02 -1.836333962858151381e+01
-7.230543764987718305e+02 -6.041496626002833636e+02 -1.874929454708336607e+01
-7.269070041045675907e+02 -5.987552523326348819e+02 -1.870215604610143600e+01
-7.293117292881847789e+02 -5.989262538741061235e+02 -1.859428847300131338e+01
-7.210260935060063048e+02 -6.010884006748601678e+02 -1.918670008821675310e+01
-7.246237401292902405e+02 -6.000515765026133295e+02 -1.908390307742962477e+01
-7.170035466444073791e+02 -6.011028894374194351e+02 -1.909364690115484109e+01
-7.104501866667543482e+02 -6.050160864065617261e+02 -1.888861379002156582e+01
-7.187679881388764898e+02 -5.978230446779722342e+02 -1.822566876319888252e+01
-7.179135128225382232e+02 -6.038250201426361627e+02 -1.827989737601370734e+01
-7.216326261238456254e+02 -6.067955100911132149e+02 -1.893059026307042814e+01
-7.290668641031924153e+02 -6.028154258378123131e+02 -1.898968930787668796e+01
-7.258566646530814523e+02 -6.025054362243060950e+02 -1.832961627658158932e+01
-7.195227775370600511e+02 -6.068853582839456067e+02 -1.988322115558401038e+01
-7.217738747170648139e+02 -6.035130979275415939e+02 -1.920077636499223672e+01
-7.061415824231048646e+02 -6.062633249114785485e+02 -1.869564417240334819e+01
-7.168501455178509332e+02 -6.064979554352858031e+02 -1.877328058052194137e+01
-7.094333053695686431e+02 -6.075258471162705973e+02 -1.872110556400585324e+01
-7.108388042024845390e+02 -6.050413526805175479e+02 -1.854987975244108611e+01
-7.166283504335484622e+02 -6.006127960740759590e+02 -1.870325785798326024e+01
-7.178775688175784353e+02 -6.021845195431801585e+02 -1.866951003080777127e+01
-7.155466020338213866e+02 -6.013399724645888682e+02 -1.858432299278490518e+01
-7.154381519804348954e+02 -6.060864007261557163e+02 -1.863807566703280827e+01
-7.168479824023485207e+02 -6.093467035508392655e+02 -1.879232639499605284e+01
-7.096906358833854256e+02 -6.032179826138044518e+02 -1.917360783052362194e+01
-7.193095913102938539e+02 -6.006832979031190689e+02 -1.870389348773693428e+01
-7.219339326479453121e+02 -6.033726511702316202e+02 -1.895609640704537924e+01
-7.250581500473299457e+02 -6.085112293924645428e+02 -1.862728087058167148e+01
-7.254590245142755975e+02 -5.996116201517635318e+02 -1.820273653291283722e+01
-7.213019287519382488e+02 -5.954664436229246576e+02 -1.858089135786650559e+01
-7.233821745693428511e+02 -5.959178711272516011e+02 -1.888404288685399024e+01
-7.257503413228811269e+02 -6.075624231165256788e+02 -1.890665905717725082e+01
-7.257125859099787704e+02 -6.070036006242797839e+02 -1.863876855614620354e+01
-7.272443455386317055e+02 -6.014157523945923458e+02 -1.863335673229596523e+01
-7.248388133536547002e+02 -6.039186468848151890e+02 -1.848851558345867829e+01
-7.170325161432912182e+02 -6.063848486265752626e+02 -1.861575424151189395e+01
-7.197489989544300215e+02 -6.040030261891512282e+02 -1.879142560667605721e+01
-7.212180924716481059e+02 -6.038663177939749858e+02 -1.911752517408314134e+01
-7.203120895177191869e+02 -6.071279014998015100e+02 -1.929025937777737454e+01
-7.159145830338881069e+02 -6.034091563237060427e+02 -1.864466781351288205e+01
-7.199233159283601253e+02 -5.992798967800977152e+02 -1.926810583940971355e+01
-7.176346634726460252e+02 -5.997941164969329293e+02 -1.885737446624506219e+01
-7.086866299567107035e+02 -5.976978541261587452e+02 -1.856539826582547903e+01
-7.102902586174773205e+02 -6.040277917393767666e+02 -1.856313143014162392e+01
-7.053184509973485774e+02 -5.977662451321314165e+02 -1.847555357568774070e+01
-6.974537095381053859e+02 -5.966720910864062262e+02 -1.835616484360286904e+01
-7.080208601317742705e+02 -5.956638301397656505e+02 -1.859394860633204871e+01
-7.098666885627228567e+02 -6.019504537853745205e+02 -1.820372750161396880e+01
-6.995167509021174510e+02 -5.992702952129707228e+02 -1.863146407541711369e+01
-6.895612381598714364e+02 -6.055333780816097260e+02 -1.863377841050208872e+01
-6.975456708899434943e+02 -5.979829051087175458e+02 -1.877926364788510227e+01
-6.895531304954017742e+02 -6.007215240056684706e+02 -1.847877276238136801e+01
-6.902312943333697604e+02 -6.067499411366286495e+02 -1.818932626250202134e+01
-6.935703179541718555e+02 -6.047355530029977899e+02 -1.817286121675590493e+01
-6.927010576010701470e+02 -6.032477006503236225e+02 -1.850552145928122627e+01
-6.937175204429275936e+02 -6.036457691609589347e+02 -1.826160879695027006e+01
-6.979100404856297928e+02 -5.995644841187565817e+02 -1.862240858990179504e+01
-7.089102804955958845e+02 -5.975603407044454798e+02 -1.830973962024512502e+01
-7.014028429265204068e+02 -5.999810061080989954e+02 -1.848883727114383646e+01
-7.013962255471503795e+02 -5.998529356275623741e+02 -1.835808869558832157e+01
-7.053698431501127288e+02 -6.048996432521480529e+02 -1.828762129510408840e+01
-7.183089918111463703e+02 -5.970610962907292105e+02 -1.856888344648507427e+01
-7.227535651225580295e+02 -6.007233774310468561e+02 -1.843307824796124805e+01
-7.202112725117191303e+02 -6.025310018653649422e+02 -1.813590216656461962e+01
-7.200625400447474931e+02 -6.020302525897036503e+02 -1.848856438957662363e+01
-7.274533424227299747e+02 -6.041695530223792048e+02 -1.865865606627198758e+01
-7.259134057073056283e+02 -6.039074854339286276e+02 -1.833930745699021259e+01
-7.392624783522694543e+02 -6.051552012250419921e+02 -1.799771026777858651e+01
-7.378997683097372828e+02 -6.029808673134346009e+02 -1.872883246803729662e+01
-7.290175317046173404e+02 -6.011530032191124064e+02 -1.868137015206229989e+01
-7.284085579766494902e+02 -6.004050234032574735e+02 -1.881046861118591096e+01
-7.330510285916514022e+02 -5.993432647465538139e+02 -1.876189491260782916e+01
-7.304269140555686590e+02 -6.006817415014866128e+02 -1.841480673299071213e+01
-7.265254047391088079e+02 -6.068987751463174618e+02 -1.843274689677264178e+01
-7.212958565248953846e+02 -6.067981647796166271e+02 -1.879779770314257803e+01
-7.156480299578147424e+02 -6.064316318310970928e+02 -1.891830349752450502e+01
-7.276345143325432900e+02 -6.028958657041857805e+02 -1.870622524709023082e+01
-7.275243942707858196e+02 -6.071492667086554320e+02 -1.847207391170439905e+01
-7.262154103168937809e+02 -6.030226597713877936e+02 -1.878789159505157613e+01
-7.371014636642192954e+02 -5.966400352713426400e+02 -1.864110665160393410e+01
-7.295037619806817020e+02 -5.984756001754124100e+02 -1.843442550507506894e+01
-7.160807145085087768e+02 -6.054665730833851285e+02 -1.852804472646926115e+01
-7.128497415686788372e+02 -6.013426835547352312e+02 -1.890450937796003927e+01
-7.111351612122167580e+02 -5.970714894152907846e+02 -1.856820657195527247e+01
-7.054557467444163876e+02 -6.003013242393049040e+02 -1.858111361429718045e+01
-7.130959709701909333e+02 -6.055452228683093381e+02 -1.955470363837571313e+01
-7.116042546843209493e+02 -6.025729199530391043e+02 -1.917221317333036268e+01
-7.044321068739105840e+02 -6.062514561543993068e+02 -1.836740057117100378e+01
-7.057406751665819229e+02 -6.073229939071261470e+02 -1.867779191444662956e+01
-7.056000476763326787e+02 -6.125898504622082328e+02 -1.835163872700303500e+01
-7.216249049415499712e+02 -6.066011762266709866e+02 -1.826766313193996893e+01
-7.155183686018941671e+02 -6.081977970206446571e+02 -1.824290197106722644e+01
-7.152492522398629262e+02 -6.033400320217045874e+02 -1.879558830514901047e+01
-7.102778154199143046e+02 -6.037756663058490858e+02 -1.865389069315887127e+01
-7.104115333012698557e+02 -6.045537939509297303e+02 -1.847057245977947559e+01
-7.153800423473761612e+02 -6.102327165915362457e+02 -1.853314442431701536e+01
-7.069624344268802361e+02 -6.079908035548866110e+02 -1.867419118781907628e+01
-7.075505786154508314e+02 -6.081652546741469223e+02 -1.891491388837869181e+01
-7.218516833947659279e+02 -6.056223527299669058e+02 -1.855616002966297629e+01
-7.247360556378083629e+02 -6.021435730173657248e+02 -1.859534926771590335e+01
-7.200541550172908956e+02 -6.024697436858040192e+02 -1.864944061553870824e+01
-7.151191688891719878e+02 -6.022672479165548793e+02 -1.844520656574894701e+01
-7.050661495119603615e+02 -6.041083574921149193e+02 -1.859623191752575622e+01
-7.058552187444784067e+02 -6.115384963365916065e+02 -1.911795203792883058e+01
-7.066005163904700339e+02 -6.074670966171977398e+02 -1.868193193578792943e+01
-7.108513579073796791e+02 -6.077382755486742099e+02 -1.849452749359880954e+01
-7.121590100503674421e+02 -6.098798441019227994e+02 -1.877221954405968063e+01
-7.083521180566747262e+02 -6.075182058307484567e+02 -1.863323053274552876e+01
-7.040616781580439465e+02 -6.079215719325584359e+02 -1.892308762454109683e+01
-7.055148217577730065e+02 -6.103012711151498024e+02 -1.862604635277295984e+01
-7.005319674480290359e+02 -6.048807449515603594e+02 -1.912989014666845833e+01
-6.995430788741280139e+02 -6.058197064081772396e+02 -1.936270544027701135e+01
-6.938242428332813461e+02 -6.004209053679032877e+02 -1.860844965607776658e+01
-7.080885613462970696e+02 -6.009580944725664722e+02 -1.866744438821496033e+01
-7.178242897139452907e+02 -6.017002340600992056e+02 -1.853113282147262453e+01
-7.174473834232449008e+02 -6.057732050282747878e+02 -1.860412371685742983e+01
-7.205392586862500366e+02 -6.093353548379391214e+02 -1.883344291248505442e+01
-7.189777548391656410e+02 -6.063544897145325194e+02 -1.898258978063944369e+01
-7.147437276810994717e+02 -6.055411925177029389e+02 -1.849184647865155284e+01
-7.217915799919431947e+02 -6.028103914850089495e+02 -1.897041035733963099e+01
-7.153795198082634670e+02 -6.067059819922042152e+02 -1.874418693931244206e+01
-7.182286275457840929e+02 -6.035665832309491634e+02 -1.904972041487047818e+01
-7.205044619442821840e+02 -6.026435514793406583e+02 -1.847284499225992249e+01
-7.235610396763690915e+02 -6.074408012635310570e+02 -1.849442914411696393e+01
-7.347427021966863094e+02 -6.091984983794679920e+02 -1.888490965183950721e+01
-7.275421779812141949e+02 -6.058729978613196181e+02 -1.825365799192280747e+01
-7.396696568714626210e+02 -6.034420176608766724e+02 -1.835822192084896187e+01
-7.288978525178870314e+02 -6.063436212068837676e+02 -1.841052961355552497e+01
-7.301585601141703137e+02 -5.992197953014892846e+02 -1.851022261846469519e+01
-7.140541167574133397e+02 -6.001254586875406858e+02 -1.875595918554103037e+01
-7.099938375970682500e+02 -5.999303061685814100e+02 -1.867721296714665868e+01
-7.145912053750726045e+02 -6.026805204477086590e+02 -1.884447708788752607e+01
-7.145186828922035147e+02 -5.976683654401060721e+02 -1.852578348564844646e+01
-7.132873785661471402e+02 -6.034317552768088717e+02 -1.840661180274344133e+01
-7.036202664271710319e+02 -6.042420854738503522e+02 -1.875327083937753514e+01
-7.089906920079769179e+02 -6.021899858609306193e+02 -1.823769880032125457e+01
-7.088229066124060864e+02 -6.034641656115657042e+02 -1.826107215988849930e+01
-7.141733334578650556e+02 -6.043387375382567370e+02 -1.848789515110743764e+01
-7.120013785412585321e+02 -6.000731704599066916e+02 -1.833325578597180083e+01
-7.055120227002895490e+02 -6.013669092963964431e+02 -1.863786445379741963e+01
-7.041874753748971898e+02 -5.999358918722780345e+02 -1.841770116646387123e+01
-6.985537156422759608e+02 -6.051193481322302432e+02 -1.835484174724683726e+01
-6.957896770571591105e+02 -6.054395863345516773e+02 -1.869738469445815099e+01
-6.950672403381934146e+02 -5.990532991386605772e+02 -1.874434513145541814e+01
-6.923137849355930484e+02 -6.031957095035270413e+02 -1.867339597138260388e+01
-6.917803127134667420e+02 -6.034969819228838332e+02 -1.851868118099861249e+01
-6.844218926269302301e+02 -6.092338091286046620e+02 -1.885925509082579765e+01
-6.887763860291171341e+02 -6.078751750209484044e+02 -1.861885521634275165e+01
-6.927364678659454285e+02 -6.058971006654680878e+02 -1.904236665039633181e+01
-6.900185419842121064e+02 -5.994948763210132938e+02 -1.850441185440996605e+01
