influence.1.1		influence.1.2		influence.1.3		influence.2.1		influence.2.2		influence.2.3		influence.3.1		influence.3.2		influence.3.3		
0.000000000000000000e+00 7.318026407810614309e+00 9.346871993661663325e+00 9.973464106703952226e+00 0.000000000000000000e+00 3.156078756222036258e-04 9.515420681565359473e+00 7.081096847738086453e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.925301567761746213e+00 8.478196617895417120e+00 9.685090092481926760e+00 0.000000000000000000e+00 5.785804553732323743e-04 9.476317425442404740e+00 9.997457691019111081e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.369859057381935585e+00 7.087358138779288552e+00 6.675911901008846350e-01 0.000000000000000000e+00 8.198989891934944799e-04 9.034794462893961153e+00 9.402530592477400972e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.781421293865394162e+00 7.752265512904687128e+00 7.174819560566370047e-01 0.000000000000000000e+00 1.480185956907905959e-03 8.344245910186474546e+00 9.349455493280457219e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.194140483317488233e+00 8.494765816136935044e+00 7.764372190297341714e-01 0.000000000000000000e+00 3.541674794338837626e-03 9.848315008539765714e+00 8.764539267474821926e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.520351371420900932e+00 9.797043755651746011e+00 1.064642131994741892e+00 0.000000000000000000e+00 5.200602908752301190e-03 9.533764067025074951e+00 9.222303460574883260e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.587469348525988977e+00 9.940113652563484337e+00 7.076162217588855441e+00 0.000000000000000000e+00 2.195179121019551483e-01 9.361717670683388448e+00 9.653765725011066223e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.298257671346103592e+00 9.525128694661910700e+00 8.104359724310711499e+00 0.000000000000000000e+00 2.094679248083247125e-01 9.284827836726465833e+00 9.502226970349017421e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.827312750426447252e+00 9.957563171625384513e+00 9.785341772627209167e+00 0.000000000000000000e+00 1.305404930973866860e-02 9.812253457040331028e+00 9.694152344144191247e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.932229095451631906e+00 9.163794159846037957e+00 9.843313414554472729e+00 0.000000000000000000e+00 2.373222065939083886e-02 9.931788863495299324e+00 9.929820634447318994e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.000801848967419971e+00 9.351956360969579052e+00 9.259722245837778587e+00 0.000000000000000000e+00 6.429714568435804245e-02 9.530518380617383656e+00 9.049930728898456067e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.556480810188523023e+00 8.059317821367049106e+00 8.875151605481452322e+00 0.000000000000000000e+00 2.167425476109925350e-02 9.112156342453763713e+00 9.814174027484600771e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.926859108561739475e+00 8.621950503735705595e+00 9.484597221314322368e+00 0.000000000000000000e+00 1.532578358325200479e-02 9.131032464128988835e+00 9.507653378045823445e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.259335786264898616e+00 8.395526611882356605e+00 8.982667707790753298e+00 0.000000000000000000e+00 6.975720282368398639e-02 9.584060486362863784e+00 9.705483937541256267e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.885499739721341328e+00 7.840782865874280638e+00 8.014096650080416495e+00 0.000000000000000000e+00 4.726928530701099418e-01 9.011700317430019425e+00 9.603910537555655935e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.725994940559806068e+00 9.417743219100762175e+00 8.423467803565920065e+00 0.000000000000000000e+00 2.680100129233586315e-01 9.560305840002534694e+00 9.327820472727548662e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.216916235233185262e+00 9.746892528488844576e+00 7.044410618708117688e+00 0.000000000000000000e+00 1.333415137155101182e-01 9.643100993558537226e+00 9.536501621835899556e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.509654990715542766e+00 8.949515050707466557e+00 5.407955725015462178e+00 0.000000000000000000e+00 1.278998643711470318e-01 9.117036244786445920e+00 7.770470346903149306e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.670065586020559323e+00 7.276467288400356281e+00 5.039200978604414516e+00 0.000000000000000000e+00 3.800338495999229238e-01 9.239938718951531627e+00 8.337808147749653287e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.348176782402683571e+00 8.546110503775707912e+00 3.583722852344669807e+00 0.000000000000000000e+00 8.704402494717529137e-01 9.479372026529418349e+00 8.539020117596248127e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.514080041690764489e+00 9.998453512354839035e+00 4.967575951758070651e+00 0.000000000000000000e+00 1.608770157324430405e+00 9.509226360471398465e+00 6.831525643283629101e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.416645054284131788e+00 9.902764270223322285e+00 6.134948941969440739e+00 0.000000000000000000e+00 2.311259058295742186e+00 9.439211450986077168e+00 8.634242828982870321e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.850107285690439696e+00 9.651273183035840475e+00 9.669948696594635962e+00 0.000000000000000000e+00 5.002780200120713339e-01 9.751490075932800039e+00 9.032524830607947308e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.238067405518760822e+00 9.829250798490255292e+00 8.808287763637835610e+00 0.000000000000000000e+00 1.343409695817306515e+00 9.684708406035101191e+00 8.773156041456658727e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.539911541489630054e+00 9.585336180353674962e+00 5.704764160648046811e+00 0.000000000000000000e+00 9.923609498273318064e-01 9.692258617059525960e+00 7.805578020388802329e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.249212439746473891e+00 9.997529507866417475e+00 4.260833700910160005e+00 0.000000000000000000e+00 5.125156908276496281e+00 9.795375692524196154e+00 9.348252950958720220e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.978315793477717577e+00 9.987953453320820074e+00 4.642407323279993392e+00 0.000000000000000000e+00 1.242826282040701891e+00 9.799177846899715050e+00 9.168991016248938308e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.177233443749408082e+00 9.494135004860314808e+00 5.614223169767380561e+00 0.000000000000000000e+00 3.171516864769518551e-01 9.630478097095492629e+00 9.052499975693130807e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.833060690270623461e+00 7.551858218747563356e+00 8.600459410862484333e+00 0.000000000000000000e+00 4.310417350924760638e-01 9.980951294990953571e+00 9.379119745154710586e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.035930216937181569e+00 9.745784619548013339e+00 2.472476980068724295e+00 0.000000000000000000e+00 4.396366948255098772e-01 9.860221252373575496e+00 9.317649699486731052e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.287817778529435131e+00 9.204029363697445731e+00 8.717033281252506427e-01 0.000000000000000000e+00 1.684804595848332295e-02 9.281961201348686075e+00 9.121003814872988613e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.594100265389354121e+00 9.146284458946391638e+00 9.296997929511331193e+00 0.000000000000000000e+00 1.828273822973648655e-02 8.769440557882816734e+00 9.519826178052591459e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.923837618844878250e+00 8.904813257245599800e+00 9.432501514761115757e+00 0.000000000000000000e+00 1.775304740140428231e-02 9.542411890122336260e+00 7.277678506259734448e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.239807618455955662e+00 8.467024306490220198e+00 9.185480362452475234e+00 0.000000000000000000e+00 2.087884737294568374e-02 8.799304243029993700e+00 8.210483478103972388e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.273538148453972063e+00 9.831263007390989017e+00 9.531365973732812691e+00 0.000000000000000000e+00 9.669472109609660460e-04 9.796575410123423922e+00 9.547820654309932209e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.273153531590125453e+00 9.362782902311867161e+00 6.286864033581885280e+00 0.000000000000000000e+00 8.667992406077978116e-04 9.479712801013704393e+00 9.796485086460933189e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.506779257526745575e+00 9.698218643452092280e+00 5.042315976386224641e+00 0.000000000000000000e+00 3.178208293019482884e-03 8.854551192580156993e+00 9.873394716203712562e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.480486404110317622e+00 9.448115286699465543e+00 6.988048902665491724e+00 0.000000000000000000e+00 3.440914104437633233e-03 8.926158919807294367e+00 9.957580857297712029e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.015527823346978664e+00 9.976931692994472911e+00 9.201219612368971568e+00 0.000000000000000000e+00 1.262537254278527435e-02 9.449227716830659318e+00 9.935608412065590755e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.095732619498939187e+00 8.749815425638546529e+00 8.806191582393130268e-01 0.000000000000000000e+00 1.027383660287565440e-04 9.633071522688652522e+00 9.885206497570720785e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.924865407219666480e+00 8.093880991949513160e+00 8.997164328811940948e+00 0.000000000000000000e+00 1.022372648605028236e-04 8.893096958806021135e+00 9.838290035008672163e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.903639058119566130e+00 8.627903081577432687e+00 8.048237834333004770e+00 0.000000000000000000e+00 4.071264188636301054e-05 7.865588725957746163e+00 9.964060991133221634e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.232554224720990632e+00 7.409471626800680610e+00 9.535989046651476286e+00 0.000000000000000000e+00 2.099795429539603596e-04 7.964631254856333165e+00 7.484008131416918452e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.685504569500256622e+00 7.471660557484308463e+00 8.431278493541249475e+00 0.000000000000000000e+00 2.104629123601169181e-04 8.520850877850516980e+00 7.616626865172892558e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.700646226670238903e+00 9.028984428575872911e+00 1.649121483874260718e-01 0.000000000000000000e+00 3.807916810555020404e-05 8.759772168095359746e+00 8.775039497773072128e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.816405403632121107e+00 9.399920254358880456e+00 9.438741466153619086e+00 0.000000000000000000e+00 2.105189839063887489e-05 9.938181670786502053e+00 8.590693013566710334e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.341967878070041920e+00 9.392085454327890659e+00 9.096827492873631016e+00 0.000000000000000000e+00 1.821098319683178745e-05 8.656864258058503125e+00 6.111304913301541575e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.869939127308114735e+00 9.807877165314661028e+00 6.151909794756006633e+00 0.000000000000000000e+00 2.165356119867719071e-05 9.731936630981634195e+00 4.616113762170924950e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.948858850370282170e+00 9.917114993141540324e+00 5.998703804268004092e+00 0.000000000000000000e+00 9.078417463782233770e-06 9.863292308458621704e+00 7.615359354946457771e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.847558487617607881e+00 9.919700628500093487e+00 7.898164894146397330e+00 0.000000000000000000e+00 1.438847762966708802e-05 9.183359282493308129e+00 9.588254978030377629e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.831510404294785843e+00 9.847036436568686213e+00 7.840871404002824008e+00 0.000000000000000000e+00 1.109867200664235212e-05 9.564298731539416565e+00 9.714242299114527412e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.998904365772121494e+00 9.930478429384452355e+00 9.996980486584449821e+00 0.000000000000000000e+00 4.147365210989481391e-04 9.345628443762667104e+00 8.290761329251930434e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.784100789739559545e+00 9.965201823376824919e+00 9.202556427620056212e+00 0.000000000000000000e+00 1.556114432981836409e-04 9.180945369715473703e+00 8.549560627497424292e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.054519732226593121e+00 9.454450989413311746e+00 6.588372434266907440e+00 0.000000000000000000e+00 9.336831034222173352e-05 9.084683787264481225e+00 9.163409945953869595e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.545950612659655832e+00 9.419489657194908716e+00 4.200689666972312608e-01 0.000000000000000000e+00 4.812650902584276384e-05 9.401158844522585767e+00 9.835718089483403759e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.970320112709387672e+00 8.806358525255301828e+00 1.304189913948312629e-01 0.000000000000000000e+00 1.304000039781535322e-05 9.933678065297597115e+00 9.505786549762753168e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.942694780240881158e+00 8.858533812900848403e+00 1.127267987254245707e-01 0.000000000000000000e+00 6.377864960232409227e-06 9.835496673735018902e+00 9.694287213916339851e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.097579632504494640e+00 9.725208736113390984e+00 1.154382368615999160e-01 0.000000000000000000e+00 6.943952615260232750e-06 8.809471010085731635e+00 8.652227924250142976e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.087310497143697319e+00 8.233303254024098905e+00 9.753329596940554680e+00 0.000000000000000000e+00 3.347322809667081391e-06 9.335962638161966254e+00 9.734497551704258456e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.205642832685132504e+00 7.909488246016477042e+00 9.922284249005725698e+00 0.000000000000000000e+00 3.149085042310206128e-06 9.626252193596267048e+00 7.304178867609355308e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.376217190756751307e+00 8.590778016635693959e+00 8.469143965915341354e+00 0.000000000000000000e+00 3.275801911566463754e-06 7.726457722635119651e+00 8.966438843182185536e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.415925609574168575e+00 8.275782463141787559e+00 9.779246732829374622e+00 0.000000000000000000e+00 6.529506271885386070e-06 7.241869997009837689e+00 9.444949309255180836e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.489935831435857949e+00 8.776077437721095720e+00 7.502728961761386373e+00 0.000000000000000000e+00 5.022359393024425840e-06 7.964949372451027187e+00 9.332847646850913392e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.971812381391717217e+00 9.454544831891345424e+00 6.535432818353427820e+00 0.000000000000000000e+00 5.870173417337455976e-06 9.720279179328233710e+00 9.903440251962944529e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.886302185416191435e+00 9.985983684325818288e+00 6.919720025125499774e+00 0.000000000000000000e+00 6.899086393631888932e-06 9.499443870668892842e+00 9.779519405617126182e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.886655187726555383e+00 9.863801117266650209e+00 7.257181481174626470e+00 0.000000000000000000e+00 4.532693089469228778e-06 8.700376300139229357e+00 8.903325783908689672e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.793108856378282212e+00 9.400416758335083500e+00 9.380488510806994640e+00 0.000000000000000000e+00 4.166624406635852246e-06 9.721088784984491582e+00 7.507530082128608839e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.980345905015040486e+00 8.760713182533839571e+00 8.883783705932689401e+00 0.000000000000000000e+00 1.197281237400465291e-05 8.993122844824220863e+00 9.589159215327491381e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.202191158119246595e+00 7.118140798130649038e+00 7.997871057064914524e+00 0.000000000000000000e+00 1.151771044910360818e-05 9.542908730649129367e+00 9.364926848442749474e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.198873704485473368e+00 9.061187651331087167e+00 5.577493515436600546e+00 0.000000000000000000e+00 9.245426707122076959e-06 9.956882760167248492e+00 9.740543272087842652e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.285807933849177687e+00 9.887249003317714724e+00 8.694176487167631251e+00 0.000000000000000000e+00 8.722906984175493242e-06 9.538694415348395239e+00 9.846538734602376053e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.560704921452012783e+00 9.663957351722666900e+00 1.219283965766982947e+00 0.000000000000000000e+00 2.370980634349070844e-06 9.490166213630972791e+00 9.822527384234543746e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.649302871059264319e+00 9.567527714853671483e+00 7.576001772604236351e+00 0.000000000000000000e+00 2.912166137328253775e-06 9.792182257964189063e+00 9.498160538363503491e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.502767641712670965e+00 9.645419680586492461e+00 6.826392155032110942e+00 0.000000000000000000e+00 3.882867769198701218e-06 9.615773530555710380e+00 9.379112275306249913e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.601579398478204297e+00 9.734477305029367145e+00 9.237188053916719710e+00 0.000000000000000000e+00 3.184658224295700652e-05 8.054563460090024662e+00 9.294119292215704320e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.317791884673352065e+00 9.425997775426449010e+00 9.577817828787797083e+00 0.000000000000000000e+00 2.618839552400359155e-05 9.168065570503065587e+00 9.685855914084857687e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.335196273802417011e+00 9.278036030669813528e+00 9.874439451627337050e+00 0.000000000000000000e+00 3.003413178621860925e-04 9.565539775893380892e+00 8.856485218636949597e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.308700256850272581e+00 8.842388255235292149e+00 9.055822627044097572e+00 0.000000000000000000e+00 1.231551291351979326e-04 9.699168445250034409e+00 8.723895244889710909e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.227922596663860944e+00 9.737652243754276071e+00 7.066023003091065569e+00 0.000000000000000000e+00 6.712067577893389122e-05 8.718178499757879507e+00 9.976736952744026610e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.457049657773698215e+00 9.821860508852195082e+00 7.321862053353683564e+00 0.000000000000000000e+00 3.056312905901810123e-06 9.957880325751416350e+00 9.570553187218619584e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.343667743670932779e+00 9.591108438035915285e+00 6.221398267377991509e+00 0.000000000000000000e+00 2.958658766942393897e-06 9.684730962562008827e+00 9.182085617777996589e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.733051043725104989e+00 9.351892636129523595e+00 6.358351835126006435e+00 0.000000000000000000e+00 1.782677521609032424e-05 9.418726499103073024e+00 9.645581966759282366e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.960586157977559196e+00 9.710771512016433960e+00 9.080931604055571427e+00 0.000000000000000000e+00 7.412444014336740657e-06 9.285707408898925763e+00 6.543752230839552375e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.838350656270016259e+00 9.814481960182245501e+00 8.897134778193217741e+00 0.000000000000000000e+00 6.617260038062706096e-06 9.335453879965387003e+00 8.775807798709571728e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.259874841952981939e+00 9.855534675800114996e+00 7.074748156231146723e+00 0.000000000000000000e+00 5.054072530442916610e-06 9.041464090337738568e+00 9.932331430300902042e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.641680060023244181e+00 9.943117229218264796e+00 8.565018499031994637e+00 0.000000000000000000e+00 1.460040605372915121e-05 9.991154529817467989e+00 9.718884351496082985e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.725004252587105213e+00 9.955886117019762338e+00 9.477908558418246088e+00 0.000000000000000000e+00 9.440027244915961499e-06 8.586908294410108056e+00 9.836594795457994422e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.982598877717322239e+00 9.974862755527087899e+00 9.613461190329227080e+00 0.000000000000000000e+00 6.282968742579448772e-05 9.684329762632371441e+00 9.309774639263970641e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.525830306015063087e+00 9.409508996366351852e+00 5.983101656897865439e+00 0.000000000000000000e+00 1.172915929170396157e-05 9.814752602124837466e+00 9.117633075973021306e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.903543922238903008e+00 8.953055292637195350e+00 8.001092354986949928e+00 0.000000000000000000e+00 1.803530418362742777e-02 9.809901370039124657e+00 9.974808912195058497e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.175794045115278408e+00 9.122453914662118635e+00 8.451282360437270214e+00 0.000000000000000000e+00 7.612919846595824803e-03 9.782470168006026867e+00 9.820709126379869147e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.623793584431155068e+00 9.306414145064312748e+00 5.564930930391617458e+00 0.000000000000000000e+00 4.588687639050159639e-02 9.691670339678639223e+00 9.825443952039663031e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.219963755815017592e+00 8.061935585564517837e+00 7.938641760475428022e+00 0.000000000000000000e+00 1.781601862905113631e-01 9.365425402631984753e+00 9.650945128954756314e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.592973718239862890e+00 9.447089418305486319e+00 8.081452096468883184e+00 0.000000000000000000e+00 1.416799641431676360e-01 9.722737837844794839e+00 8.710511482998416710e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.207221559129269650e+00 9.547278887089873933e+00 7.391798430297534139e+00 0.000000000000000000e+00 1.701638579373470295e+00 9.485743411530862090e+00 9.914092864671967931e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.827718198784367587e+00 9.811754795661521200e+00 9.835152170629047674e+00 0.000000000000000000e+00 1.670494566970305295e+00 9.541232451607656984e+00 9.605074449080387211e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.912996079365736790e+00 8.540692187338420283e+00 7.428490308597979208e+00 0.000000000000000000e+00 2.232782162906096435e+00 9.402172741942791845e+00 9.788287518050749370e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.506384830937317787e+00 9.038133486017741802e+00 9.504319785193901637e+00 0.000000000000000000e+00 6.940130700550052545e+00 9.358243690460666286e+00 9.429019297433150371e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.851517153793729165e+00 9.518172080102070609e+00 9.389026265057159648e+00 0.000000000000000000e+00 7.010814716325628027e+00 9.883550618026903933e+00 6.868469766357959472e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.824504012853960688e+00 9.920276560444817093e+00 6.321177182795778116e+00 0.000000000000000000e+00 9.842365550378384675e-01 9.967338700005186070e+00 7.859618378519778403e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.789322216703302715e+00 8.903708676912758690e+00 3.169389459350069327e-01 0.000000000000000000e+00 6.258879759064108761e-01 9.554044351901900711e+00 8.108237831112482752e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.703101357753698863e+00 9.335020728011699020e+00 8.303554298746552931e+00 0.000000000000000000e+00 4.064637162247202729e-01 9.434708144384307715e+00 6.801587447958476140e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.951121064604533828e+00 9.642548951808675994e+00 8.576886751130466280e+00 0.000000000000000000e+00 3.777945321955455960e+00 8.806730761480070058e+00 7.960689306623942585e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.359522818234838226e+00 9.988491502732658844e+00 9.252855171571805926e+00 0.000000000000000000e+00 1.695917918043474470e+00 9.915129093930081794e+00 7.880107465236185327e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.677963187656281718e+00 9.414309405049673174e+00 8.614715298726089543e+00 0.000000000000000000e+00 8.909822397974274111e-01 9.863450939388926031e+00 8.128202999527314176e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.573469687729125432e+00 9.437878134436544997e+00 3.970510937294812415e+00 0.000000000000000000e+00 1.380165722717982213e+00 9.895654105497708741e+00 9.079403375321920322e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.406959924238240234e+00 9.427624799260279076e+00 7.214431924934851637e+00 0.000000000000000000e+00 8.025565608844430210e-02 8.441128236507614346e+00 9.762574111776636698e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.634271257551141332e+00 9.578126279862972936e+00 5.604138486763319271e+00 0.000000000000000000e+00 9.952531436980111001e-02 8.541352338577166137e+00 9.848486484196987689e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.799501440607365055e+00 9.533522409856569624e+00 5.156238030687037011e+00 0.000000000000000000e+00 2.895064899597142305e-01 8.897749453601102587e+00 9.892459587420473710e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.553692548473811996e+00 9.615885759810403499e+00 8.990585046130961544e+00 0.000000000000000000e+00 3.017391580682503016e-01 9.760982325187361752e+00 9.902136985598462005e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.393986885694181055e+00 9.822651101503469206e+00 9.918742047698373199e+00 0.000000000000000000e+00 3.455280367538313135e-01 9.840839560484777593e+00 9.759411877365446131e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.051296221921610652e+00 9.519298795404720792e+00 5.623689965347463016e+00 0.000000000000000000e+00 1.238610748140226425e+00 8.131992085046205077e+00 9.648175018575624762e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.192823421081717683e+00 8.823940403015949840e+00 8.523224446387612119e+00 0.000000000000000000e+00 2.525191259593012383e+00 8.633026275494072976e+00 9.935755758629756684e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.686437133749299377e+00 9.872151938430041795e+00 9.272784317672662979e+00 0.000000000000000000e+00 2.618323168581641269e+00 9.004398076746191748e+00 9.624659595395840483e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.324717135903657805e+00 9.558776736679124753e+00 9.761713902976872248e+00 0.000000000000000000e+00 3.991658404030301810e+00 8.883024737111636426e+00 8.781365104864139681e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.831526314685707035e+00 9.506032357067502048e+00 9.903876465962307307e+00 0.000000000000000000e+00 2.269327361166033619e+00 7.660853187122500962e+00 8.163316442004786566e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.247634436371543032e+00 9.860818276502170576e+00 9.345299755279057763e+00 0.000000000000000000e+00 8.745467180965227350e-01 9.969587358466061033e+00 8.362320981147995269e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.777104056687527134e+00 9.314972471679132227e+00 6.038065670505623928e+00 0.000000000000000000e+00 2.455883858807874076e-01 9.975559474842000895e+00 9.330685156545422743e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.775859240631062264e+00 9.313487649006797042e+00 7.537091629488481104e+00 0.000000000000000000e+00 2.922981385938506205e-01 9.185298636194705324e+00 8.134960465698858556e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.328025401582387133e+00 8.985168848832726596e+00 7.235071999643051477e+00 0.000000000000000000e+00 5.238716054193753857e-01 9.761333380034070473e+00 9.736801417319899343e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.720616698567502212e+00 7.222615229434437900e+00 9.346646086851817969e+00 0.000000000000000000e+00 1.182467868541512868e+00 9.456479073966123750e+00 9.062728064987632948e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.842468942486618744e+00 9.323063804311143343e+00 6.994693989149074476e+00 0.000000000000000000e+00 6.096637791395470352e+00 9.275234805314251929e+00 8.649230897096677140e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.457099416183460505e+00 8.337023666516413911e+00 9.624655475866237708e+00 0.000000000000000000e+00 9.746766703037542001e+00 9.044494783509531288e+00 7.973952602079823926e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.879589304062664112e+00 9.079090303285935804e+00 9.209209104742694052e+00 0.000000000000000000e+00 1.380969297518449546e+00 9.591176924678487481e+00 8.723294594458776530e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.705890503523482593e+00 9.904228672212290974e+00 9.392839073058063093e+00 0.000000000000000000e+00 8.396576496872633077e-01 9.630809414122680323e+00 8.517972821559595786e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.529771814122463880e+00 9.606852281652111358e+00 9.310383834447669926e+00 0.000000000000000000e+00 4.054623023173417273e+00 9.931379490743433180e+00 8.457219497710255496e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.596215819987586215e+00 9.558802615694665050e+00 7.445516770174270604e+00 0.000000000000000000e+00 7.217719441997047514e-02 9.355141638970742690e+00 8.252046191045630863e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.196560369225920795e+00 9.655323456820061878e+00 8.547622005269939649e+00 0.000000000000000000e+00 4.641844454197789627e-02 8.361174610312284372e+00 8.416330589801855666e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.800752460524956078e+00 9.579341497393798477e+00 9.269840201318455541e+00 0.000000000000000000e+00 3.220121335714545147e-02 9.569694481792783591e+00 9.511799075014618410e+00 0.000000000000000000e+00
