word.concentration.1	word.concentration.2	word.concentration.3	
2.863087270283620533e+00 7.098087559654255863e+00 3.736235625151475670e+00
5.471428738994585039e+00 6.826105814691341145e+00 4.580268361115143350e+00
2.554657207868574531e+00 8.869754482050158373e+00 5.123371765829921820e+00
4.222674757818494662e+00 5.196845409836843288e+00 6.389786835236455964e+00
3.251385733310056203e+00 6.370153504498770936e+00 4.708090966593935001e+00
4.678456373513078859e+00 8.835586162910857411e+00 3.857347015901517295e+00
3.124975778237222279e+00 8.672389266573553357e+00 3.913122610034664994e+00
3.689288585197113335e+00 6.641125422055355720e+00 3.556538076919475433e+00
4.136012926521037691e+00 5.346165321159453754e+00 5.994333194225051287e+00
4.284353166447259831e+00 5.917724446633549462e+00 4.375478835088168594e+00
4.308990886586608227e+00 5.383176294241557969e+00 3.726841126979575147e+00
3.324041799138197639e+00 8.987503250172965252e+00 3.799064958431504380e+00
4.080822928229144608e+00 5.822876790303461725e+00 4.087514003143003727e+00
2.848194345986606368e+00 9.967661281023980635e+00 5.595192612738816074e+00
5.339153163574684058e+00 6.225722212901423802e+00 4.435003301548738008e+00
2.616320074258569939e+00 5.865600480015399576e+00 4.319731771977759927e+00
1.949745924941738595e+00 6.912286798467107474e+00 7.807260593120734171e+00
6.798903014211778562e+00 5.570305315574889171e+00 2.455851377173631889e+00
6.346808653281937218e+00 7.602316090596489495e+00 8.790877149360580844e+00
3.674502926277801063e+00 8.122449368859344432e+00 3.950873165854636770e+00
5.385528103068643269e+00 7.601938985078309230e+00 5.113113601912334438e+00
4.978766221070429765e+00 5.697656102665446198e+00 3.703882968342564919e+00
3.375496814531457446e+00 7.424461028403689156e+00 7.484682997599356291e+00
3.994898389724700127e+00 8.002332416848151553e+00 7.577308003620291998e+00
3.805261972081976030e+00 7.585184877075658250e+00 7.596740418504368542e+00
4.389909131509906359e+00 7.915889646996798312e+00 7.179361299164007448e+00
3.900897964952452224e+00 8.256757948686512805e+00 6.863811149944162082e+00
2.362916046376794643e+00 7.848714286744395530e+00 7.456510104883141921e+00
4.031859994602692510e+00 7.026160852240705523e+00 7.532325150141002901e+00
3.402185892636466313e+00 6.638532204569308703e+00 8.387553538085022353e+00
3.225740009768871097e+00 7.121908339754511985e+00 6.292575310934149790e+00
4.404379616653075757e+00 7.047402434665947624e+00 5.812282307281709137e+00
4.256407096624180930e+00 7.016879177423549052e+00 3.637869092151974293e+00
5.077477442485869297e+00 9.873659619974464619e+00 5.529146102270701135e+00
5.068005036463417490e+00 6.229465030747832088e+00 3.749252499259644988e+00
2.758426723774020317e+00 6.498484981481619016e+00 5.945015424448511610e+00
5.166586351882365591e+00 8.182086891478789425e+00 3.567554193506365934e+00
4.671522571067907137e+00 9.468210645007252069e+00 6.669759387624487168e+00
4.909445538277672050e+00 8.153847886555746882e+00 5.869161847490276251e+00
2.329258022473464251e+00 9.269314412393711677e+00 5.008239743667787458e+00
4.647274843872415850e+00 6.075370550467238395e+00 3.997939211972107110e+00
4.623326183842467074e+00 6.616357912938033436e+00 3.692129034008411637e+00
3.072450325296371076e+00 8.322126346814357589e+00 4.382334301012500433e+00
3.453745336377684438e+00 8.803532840037693319e+00 6.379794814120161917e+00
3.038771042927276067e+00 9.150840037515930447e+00 7.491361751724553208e+00
2.884835772490398575e+00 8.393042544640989533e+00 8.724557882511723150e+00
3.088004767611403523e+00 9.489537781442955122e+00 8.908150510773843678e+00
2.777266388842203781e+00 7.007738233722370147e+00 6.715723659075918839e+00
3.512753781251010121e+00 8.971859608358030869e+00 5.324279457254891490e+00
2.615738143811841443e+00 3.885301084862950116e+00 8.600650988472446912e+00
3.025373134881436776e+00 6.176336938283285782e+00 7.791816327829241828e+00
5.031891327844173034e+00 7.820905064942021312e+00 3.616598804519076005e+00
4.079869170707267401e+00 5.903315804635511199e+00 7.073141445162509200e+00
2.842268442775633730e+00 5.829184653772886193e+00 7.544806064606191853e+00
3.015450020219230698e+00 4.393174811889609899e+00 5.811347193413824996e+00
3.759591743928980989e+00 7.750651031568916771e+00 2.621272599006429616e+00
3.257507926088871741e+00 8.929892566710316615e+00 8.357113515023424810e+00
3.311807652740073493e+00 8.974317062891239871e+00 4.685579229329386308e+00
3.816985488824727657e+00 8.234812803064478715e+00 4.747607928959354240e+00
2.497835855030364982e+00 9.813240657203625261e+00 5.088180645099996902e+00
4.035493985106332282e+00 8.788081938366680390e+00 5.159658832855250843e+00
4.103386728294445618e+00 8.437751152115547271e+00 5.271283130199606148e+00
2.867861817044429884e+00 9.182048249871360923e+00 5.938745253748069608e+00
3.284752586058750090e+00 5.764021402067297295e+00 5.650745194239881641e+00
4.505241736188706270e+00 3.544551043318551642e+00 4.915831215495043871e+00
2.715021229196367791e+00 2.598900278879693104e+00 4.661898271168678498e+00
3.143122372171710754e+00 3.381652009104589851e+00 5.177694716530613306e+00
3.436118480178049328e+00 3.618223069900380562e+00 6.010284307283022542e+00
3.534411882166983432e+00 9.462568307358303343e+00 5.251195360919596489e+00
2.698590847808611581e+00 7.602640273653925362e+00 3.671800479897292302e+00
2.952147076077895171e+00 6.710469864272829987e+00 6.237684389954337050e+00
3.405271750771155403e+00 7.064437113028025905e+00 6.247174555016719921e+00
4.376421221260594407e+00 7.723691679645973807e+00 3.101095774443869857e+00
5.819512553251697362e+00 5.080168567652333600e+00 5.321033304416487475e+00
5.819098480571381238e+00 9.945011342234767682e+00 8.190557225527088647e+00
5.626119518560723343e+00 6.672584314066341449e+00 7.462411682385603484e+00
4.587294943862065821e+00 8.907593962770755880e+00 3.996577612262080414e+00
4.417048571532566470e+00 7.078588411644001432e+00 4.125056363479404631e+00
4.174998481458396249e+00 7.768813727065207786e+00 4.087149047120579581e+00
5.019670717672127580e+00 5.053549526233414468e+00 4.703216471658270947e+00
7.111075422862079165e+00 8.359600852208071586e+00 3.738258970704821493e+00
3.079435258780144125e+00 6.573687715058626146e+00 3.375273535275750802e+00
4.150510302866274870e+00 8.213831418773995807e+00 6.496804534262643926e+00
3.576521790919785282e+00 8.604527518365520322e+00 4.433539902847958736e+00
3.565293640357396043e+00 9.369467164856640551e+00 3.734835535265444317e+00
2.700138502636912463e+00 9.573204628148836548e+00 3.694575339950050274e+00
4.157316065019640128e+00 5.470525598236357645e+00 4.722266887781167988e+00
5.272424457305833201e+00 4.221610154992032626e+00 4.262192754790514293e+00
4.452914301792404217e+00 9.310263765528198121e+00 4.867103148764680753e+00
2.743276976970673520e+00 9.590920805483106548e+00 4.783394776801230819e+00
2.930930165715118108e+00 5.302591136353613344e+00 4.604307604742441384e+00
3.869715148423598094e+00 8.605402949113042155e+00 4.476176340311760704e+00
4.210831971769912307e+00 7.477768951743835046e+00 6.010850803671427656e+00
3.622339972806335240e+00 8.358332680404274129e+00 5.951479527507602008e+00
3.862645701761094230e+00 8.971676166130345464e+00 5.965657965706518517e+00
3.411579533367266936e+00 8.257283761893781104e+00 4.587195078863932629e+00
6.439727164532996539e+00 9.576856253651101269e+00 5.921389319576916499e+00
3.559260557481014331e+00 8.684737174445501751e+00 6.794620349034698137e+00
4.212344538019664242e+00 7.609027661740141113e+00 6.595574151913227823e+00
3.879571367671958981e+00 5.215654592750478713e+00 5.122680646881370592e+00
4.352212333255213395e+00 6.671461451583498459e+00 5.195454188536846374e+00
2.690994258337682687e+00 6.595960201201475748e+00 6.081121814227588018e+00
4.392932857797142709e+00 6.569784052620634363e+00 6.153659640094952366e+00
4.698864947502426226e+00 4.447438473782410640e+00 3.726176753837483258e+00
4.952200924031938456e+00 9.580011347915418085e+00 6.100730819138981076e+00
4.250591228853586756e+00 8.484895840800144029e+00 4.306653296307469070e+00
4.477964909158273166e+00 5.448737258270994310e+00 5.123173172136654685e+00
3.178171813275757707e+00 9.679613399380725625e+00 4.354226208226125827e+00
4.738197079812686674e+00 8.362129387828048266e+00 4.748764697123247558e+00
2.918666663193437039e+00 6.077231220903854592e+00 3.987315400262820830e+00
2.968324554476435839e+00 9.769949749575497222e+00 5.739298843649756954e+00
3.648155909405195629e+00 5.464077141431383566e+00 4.144184655059709677e+00
3.958013147337626325e+00 7.421831218579828082e+00 4.602261991188415280e+00
3.589290901336546824e+00 5.373119653099632131e+00 5.006621652108121268e+00
3.382393766403877677e+00 6.029926213344594110e+00 4.483376466949096084e+00
2.544171674877587108e+00 5.122326295841705068e+00 4.159873813138955434e+00
2.411988217493916231e+00 5.490378494224008143e+00 5.051669763340004060e+00
5.469648618959797481e+00 5.823078396358932096e+00 5.888532387982323257e+00
5.131728127653951255e+00 7.395906145186720515e+00 3.573050553361365456e+00
4.560912879149195298e+00 9.227738413766697789e+00 3.564693597144664494e+00
4.059642457957661321e+00 6.948955576052670224e+00 3.004662471935763080e+00
3.917454568614026300e+00 7.714284736128255382e+00 2.782133481766975613e+00
4.130984882901433508e+00 6.840544808522198927e+00 8.587126420155517081e+00
2.772464530617249068e+00 6.047151418301798032e+00 8.831106670914545376e+00
3.311379813024910579e+00 9.256962322697365408e+00 1.616837352441669262e+00
3.396501823317493063e+00 8.781675766367669667e+00 2.582318891312442410e+00
3.006064437282879087e+00 6.232010592630154555e+00 8.614655493456872648e+00
2.635609627863916948e+00 7.231219628564660162e+00 7.464948493753915670e+00
5.354121733184214804e+00 9.234749075504307569e+00 8.866262345988253912e+00
5.635110916742302578e+00 6.948384281891991421e+00 7.404163976789480017e+00
3.046921478101609182e+00 5.263622915876839059e+00 5.952097707391663661e+00
5.189032525852339539e+00 5.014543586251507534e+00 3.788169376444511460e+00
3.384123633476088688e+00 5.148138826315298289e+00 3.140034613023723331e+00
3.276036786656950639e+00 6.999896617490153794e+00 4.067094961468540326e+00
2.604844425427061960e+00 5.005506158393546734e+00 6.388207053358861742e+00
4.126558671683660862e+00 9.416378123245124243e+00 7.579355263311430946e+00
4.858337388224412301e+00 6.585431183684120171e+00 2.407210217988541068e+00
3.679740389111008980e+00 7.924977519122522907e+00 7.764650665444104760e+00
3.505828842677609636e+00 5.470396796046324006e+00 6.760188963179082577e+00
3.544429576870514076e+00 5.277999489838170355e+00 5.694953718142526711e+00
3.375841061456650305e+00 4.733576502758451987e+00 6.165467088103363302e+00
3.951316998585332030e+00 8.757448112675673357e+00 4.085743104304940587e+00
4.602899059426272643e+00 7.900873979760916654e+00 4.921867372696860699e+00
3.019028356624483767e+00 9.039543718494766011e+00 4.697243870360331641e+00
4.679133400064532822e+00 5.747206878841702782e+00 4.994557154491934270e+00
2.398482802758286514e+00 5.467789903027288290e+00 4.839280798570915643e+00
3.906172048249023643e+00 9.579349965603844552e+00 4.743994383979948104e+00
3.595235613105259187e+00 8.976362346372415146e+00 6.013808322187547795e+00
3.896525896784041709e+00 6.354696402130102229e+00 6.252866641299021921e+00
5.105338278624562243e+00 5.919049844958098383e+00 5.168527180432096024e+00
3.858772019114486085e+00 9.982651044593064071e+00 4.592751172048013864e+00
4.169382986737196539e+00 9.855185891044964563e+00 5.140984025047894868e+00
3.062548142227791370e+00 6.878079745735936612e+00 4.437944340556715161e+00
5.027567598538091431e+00 8.739926061811797098e+00 3.617637901250976284e+00
3.238178514369414618e+00 5.817226961769420335e+00 5.929851693462577344e+00
5.103668536207386808e+00 7.805871491662150774e+00 2.675996547886023702e+00
2.947516501315901483e+00 9.338821582770062690e+00 9.289035939858491631e+00
2.615368609455175353e+00 8.488937952678377030e+00 7.132661260662860769e+00
5.483902979728319416e+00 5.451930738410855959e+00 5.540610142103927771e+00
5.596159723270742958e+00 5.601725510143026554e+00 6.378479795415323395e+00
4.986848140835149934e+00 6.459245743876739887e+00 3.334211461297085233e+00
4.819278180087700925e+00 8.704139507288582323e+00 3.293241247771315550e+00
3.848499893265215022e+00 9.299653156315864422e+00 5.334062248895607539e+00
4.436854429424318624e+00 8.330685193432024960e+00 3.637273665723496308e+00
2.869455338685277024e+00 4.899369725824492150e+00 4.421097682930900774e+00
5.015930405568962414e+00 8.632704628199732610e+00 4.373346592679285827e+00
2.197014156569878196e+00 8.731230576995134385e+00 3.388091578290666650e+00
3.978367442000468213e+00 7.898693228619252160e+00 6.978046217757342795e+00
4.642655501215597447e+00 7.640929056679399700e+00 5.101578524164161799e+00
4.210781427791578935e+00 8.403336079437613293e+00 4.741997452822901415e+00
2.308660728683590069e+00 5.115102609381406928e+00 4.007503985749721664e+00
4.604625569756491288e+00 7.656107897928530193e+00 4.671461501752606438e+00
4.058362969467425252e+00 8.211252532933190906e+00 3.832168666578054772e+00
4.545273821242355794e+00 5.829178777913400111e+00 5.548609750115919503e+00
3.301148727200629907e+00 8.241649398942252347e+00 6.774326272193951226e+00
4.408887689957047940e+00 8.633324089561302372e+00 4.630428102665042900e+00
2.298412108280054600e+00 9.200811792669323808e+00 4.358978645775637872e+00
3.023404946850809960e+00 7.177786251107207249e+00 4.792776576794427257e+00
3.126009322038859395e+00 8.783817601700061317e+00 5.064723963684757635e+00
3.970247927189912041e+00 7.346304364992600533e+00 4.293438447336598962e+00
3.242461823725410142e+00 6.666212938816285849e+00 3.713741248652196791e+00
3.852399294902851157e+00 6.872550128995076335e+00 7.640739769308378726e+00
4.143544715749005292e+00 9.889165483313369975e+00 5.415643525902761546e+00
3.975299021175232372e+00 9.438079161737634948e+00 5.100115349017652733e+00
3.429322669688884773e+00 7.898398889208412044e+00 4.602261532193541171e+00
3.191697092997527019e+00 6.728619459901329591e+00 5.059425902085278537e+00
2.831135099456318027e+00 9.416300565576303683e+00 6.135467197097955960e+00
2.990191187364570347e+00 8.789620623877713257e+00 5.836891736357924465e+00
4.791019074896327723e+00 8.814088313395870955e+00 4.250766759163656872e+00
4.289872614164196740e+00 7.768471388549027523e+00 4.374808152678059336e+00
2.839102987238607323e+00 7.427889675519360857e+00 3.936229788586677714e+00
3.393366139176457352e+00 6.167246910133693305e+00 3.001545100068113037e+00
3.651149959747553186e+00 9.574393328652121227e+00 5.389859320148744359e+00
4.740243168778414784e+00 7.419827403239585450e+00 4.706115424375003187e+00
4.772300423353275534e+00 3.971334224928738443e+00 4.440532569275414509e+00
6.421230622208212502e+00 4.918494260712772181e+00 4.441241995473187210e+00
3.739309103337268514e+00 6.068828134303179134e+00 6.295601706517929053e+00
3.319897044496589178e+00 7.618607475653279337e+00 7.459921033225517029e+00
3.277360252625479475e+00 8.234370496398563333e+00 6.237764498470490082e+00
4.018047895418308535e+00 9.343712793641634207e+00 5.083213171710567302e+00
4.748093111069184857e+00 7.500181118625084409e+00 7.327963090066333507e+00
3.279565625104238435e+00 9.347591300551341575e+00 4.669689517924764388e+00
4.522713812762436447e+00 7.246258676916600194e+00 4.596618759469524029e+00
3.346359854839310088e+00 9.357677459729117686e+00 3.846015026457860753e+00
5.285173906369478480e+00 6.385034003091187849e+00 4.997274799697642322e+00
6.393291969997822122e+00 6.907349217326000712e+00 3.395566521503077695e+00
4.570191861711482062e+00 6.295107534379283720e+00 4.257887945428543652e+00
4.855213118779975190e+00 7.884270112855706003e+00 3.232295494144834969e+00
4.207943269237875761e+00 6.996572537649070611e+00 3.599352256261032945e+00
3.580290137339967149e+00 5.903550636658840389e+00 5.169671992353775281e+00
3.676227206322332020e+00 6.777151108196776796e+00 9.339967860515788090e+00
3.624069162738672745e+00 6.088218009411630938e+00 9.415262304634563151e+00
2.555453865105246081e+00 5.655686407097394230e+00 9.780532849525265249e+00
4.979827443423419098e+00 4.827444612503949628e+00 2.897198476480745022e+00
3.706876574069064567e+00 4.712924454587219536e+00 1.279544712573969623e+00
4.193945999886059539e+00 7.883885205040690458e+00 6.142911683629681541e+00
4.283888950019614228e+00 5.819070601456558300e+00 4.101211064623089264e+00
3.042681393496639686e+00 5.713771629810794117e+00 4.281834296208776536e+00
4.035058593307167207e+00 8.930035324577133338e+00 4.948525741762392904e+00
4.764285119945743219e+00 8.209420047054422298e+00 5.810670662106739215e+00
4.205331175907993213e+00 8.860127638213620926e+00 4.248748920898117731e+00
2.963090645719699268e+00 6.727548614229434953e+00 5.177053359811306876e+00
3.590401486806846343e+00 7.743316224478581589e+00 4.711521966274233364e+00
4.257703179733810295e+00 5.628500910815131597e+00 4.840866504949934424e+00
3.085394718181309059e+00 5.365785769541204786e+00 5.621892545809327402e+00
3.564260801691936820e+00 5.676656082095600908e+00 4.101479521634207259e+00
3.122849984497087839e+00 9.365375098377816343e+00 6.380289736710049731e+00
4.097179726073941985e+00 8.070036310621370390e+00 3.985535617627379068e+00
3.623112177545996015e+00 6.504796958289869480e+00 6.981542024436734550e+00
3.554235281593049134e+00 8.359537210655386019e+00 6.541655409026037482e+00
3.546227232038118959e+00 7.611013541388887305e+00 6.153508142945800508e+00
4.278411610473359161e+00 5.000563502461713661e+00 7.742154131868653089e+00
4.692756648592263602e+00 6.700719485495579164e+00 6.510160857772522291e+00
2.850734403279066242e+00 7.412263096665495432e+00 4.245264250051518751e+00
4.944887701212869580e+00 7.824619223187307959e+00 5.324202578390411666e+00
2.693186687625141129e+00 7.705875890609939383e+00 5.688846823097830629e+00
4.882987436405196391e+00 7.489915139887625806e+00 3.871551203483156733e+00
4.588506469703061086e+00 8.512016903633606191e+00 5.464795793096191900e+00
4.051768824935002122e+00 8.113765324195510331e+00 4.542808160960126074e+00
3.273534294065629346e+00 6.801341555205594247e+00 4.813577398976149446e+00
4.833176862156550513e+00 5.907633333373373041e+00 5.358637196841328887e+00
2.651128465779574839e+00 6.904747531025935636e+00 5.409302840474969898e+00
3.965754913817443494e+00 7.926245951862863848e+00 6.164810299145298877e+00
3.478349924577717189e+00 9.136670735282260480e+00 5.782814650952080804e+00
3.550584965137785431e+00 9.221334187313857456e+00 6.473876402874603642e+00
3.453235605144839404e+00 5.448975902112976222e+00 3.440417692499766922e+00
3.564592803570976631e+00 9.053292902090172234e+00 3.248070329587312344e+00
3.910478649042214983e+00 7.852832075911438281e+00 5.874490491393355995e+00
4.381028792937107674e+00 8.617237115205764297e+00 5.922241013352383732e+00
3.365498354010035609e+00 6.740656992526949054e+00 5.820020532292208948e+00
3.857509090020035281e+00 5.253958651707137939e+00 5.933587728455071542e+00
4.571823285750838295e+00 7.679730660713496526e+00 5.330578197847074762e+00
4.339841502158568787e+00 6.177313959063979176e+00 4.811220953372520981e+00
3.986655279407889996e+00 6.953459447403819382e+00 4.840677717705940353e+00
4.026896462888850614e+00 8.852979700415540165e+00 6.276370364996600948e+00
5.158305290949818378e+00 8.160521125850575430e+00 3.737409051031467477e+00
5.318738822432962365e+00 8.242430971213408952e+00 6.640955478040796223e+00
4.329555052905218027e+00 8.497334199947562894e+00 3.390940151079535614e+00
2.781671839241282029e+00 5.708655414791397931e+00 4.195760496996735256e+00
4.423176805116833421e+00 5.028347512547183484e+00 5.203712835413488946e+00
3.856699717579983755e+00 9.418436856520420619e+00 6.336725763409464918e+00
2.834573851681119194e+00 9.411458616619796658e+00 3.517267692273851498e+00
3.271648583968274515e+00 6.983857248444381938e+00 3.508847870044009110e+00
3.813826643367283609e+00 6.862074881068917165e+00 5.650490019882402848e+00
3.200906841218849941e+00 6.760649718456395618e+00 5.329166409410820648e+00
2.586297992714364558e+00 6.078681480720775632e+00 4.103612521241046807e+00
4.423025636468147503e+00 7.726782012271944389e+00 4.972167730285578457e+00
2.649721180557728761e+00 9.597955254032909167e+00 4.872306083798366494e+00
3.505428081106394256e+00 5.920526261585513872e+00 3.860167453413024585e+00
3.197434885990613651e+00 3.847289962023618060e+00 6.311216010061348136e+00
3.704770297014035485e+00 4.340285701830985943e+00 5.146505423126815693e+00
3.190888688500449710e+00 3.473129986469928099e+00 3.078518307532164489e+00
3.698760854114821583e+00 7.574928089558483180e+00 6.133945962049412337e+00
2.751037299957782345e+00 7.473147522764695516e+00 5.937243341986012446e+00
2.832827953703277668e+00 7.721471449414245569e+00 3.263050687676440909e+00
4.249004911131879503e+00 6.933736191314308073e+00 5.816995468473638020e+00
2.495653512277769881e+00 5.533700222165670368e+00 1.912878767550163950e+00
5.119210163427110771e+00 5.407700937183084200e+00 2.174053587975184332e+00
3.130448740918297279e+00 9.960485398652217270e+00 7.789638576218858468e+00
5.970696590393897552e+00 5.428642002150848356e+00 8.122707817909665451e+00
6.275225776313895665e+00 7.115260788944685721e+00 8.187985234689504566e+00
3.259603355491039967e+00 8.436678375023461740e+00 5.961611011216994882e+00
3.567632202081348680e+00 7.003823153800103007e+00 4.056625222572662004e+00
3.629466806469697993e+00 7.979086677763204349e+00 3.248270346192136504e+00
3.208638596550186683e+00 6.793215845033532929e+00 6.034339501116373405e+00
3.120934403995535789e+00 9.273565701579201459e+00 4.778876412231594983e+00
2.910587556463017478e+00 5.682774181647948453e+00 5.341381810433902366e+00
4.815203391731188276e+00 8.882766876022845537e+00 4.011531796430099384e+00
6.275747372030529903e+00 8.056501616249551745e+00 4.547809679817483186e+00
4.763667801812482061e+00 6.535764765928012920e+00 5.931996591930954743e+00
3.852084423427158733e+00 6.201372442589347500e+00 4.993525730994168299e+00
3.278450207584033382e+00 6.413174719278788238e+00 4.114715516006925533e+00
3.480281910298673509e+00 7.615138660918883140e+00 6.325064784352508518e+00
5.579453284342513975e+00 7.909674887351513917e+00 4.086384919968815588e+00
4.893166847799339969e+00 9.968489330700291973e+00 6.291225398745816655e+00
3.044964604749025749e+00 7.723891872776695422e+00 5.946625028982893468e+00
4.271212608946447276e+00 9.428622231649150365e+00 7.999790824875335993e+00
3.934352873931239447e+00 9.330067068424929388e+00 2.758403245656398273e+00
4.382465571615256295e+00 7.847402271914378780e+00 6.593546338800128304e+00
2.896305807579163005e+00 7.649067944327580193e+00 6.041949432282008203e+00
4.356026032775240253e+00 7.043694917237648845e+00 5.801159766845395360e+00
3.238032857824238775e+00 8.417200697752507565e+00 4.280025919813175150e+00
3.509618147230458174e+00 7.772837742684884255e+00 6.777506153964283797e+00
2.711295875971465819e+00 5.665717028657703658e+00 3.810748606573033381e+00
3.471381237906961736e+00 6.739504087863514847e+00 8.723455853516032477e+00
3.718994283034851023e+00 5.923451614159930934e+00 5.760863048867761904e+00
3.178139784910813948e+00 6.088345356201864789e+00 4.510835719566166802e+00
4.831998775454124484e+00 6.659092460992226847e+00 5.036529965534481512e+00
4.083303487290107725e+00 4.863388931421039452e+00 4.365383821682106813e+00
4.162786967718155040e+00 5.828663850968264448e+00 5.380056694183735111e+00
2.859474023939186260e+00 9.662445678157141060e+00 4.864446657220529602e+00
2.637447365357524109e+00 7.765950049739036132e+00 5.808228547743291337e+00
2.510225723196538805e+00 8.116053904320995827e+00 5.744557046205310158e+00
4.172178010223285938e+00 4.420316460275199866e+00 5.290128487036303895e+00
3.401578516850755740e+00 5.566477077448603872e+00 5.698873919915905084e+00
3.890207690855834954e+00 9.182283621342449464e+00 7.039399775622908528e+00
3.365328664433981487e+00 9.304280446363893731e+00 7.262048596236887477e+00
5.707393820804437468e+00 6.700885829207211764e+00 5.666522900150265052e+00
3.658525105245634457e+00 6.058032819622317433e+00 5.220900126557892484e+00
2.865535370237444646e+00 9.963958271963466728e+00 5.142637300299684355e+00
2.738811247893396139e+00 6.800333256476562838e+00 7.612548774577848398e+00
4.394551975468666605e+00 6.633048150508399132e+00 5.431955231324471889e+00
4.141974207459638180e+00 6.406265056707081129e+00 6.082047679597662793e+00
2.926851214922557176e+00 8.392489921284463250e+00 5.435219297830660601e+00
3.252286440299536174e+00 5.948993947840837571e+00 5.715951134995282956e+00
3.328065105424553582e+00 6.960209404771591224e+00 5.148741904379761536e+00
5.085603072301723593e+00 5.670680287137964015e+00 3.491376654772012866e+00
4.665471875322555029e+00 5.444988646976486990e+00 3.470966746553799886e+00
2.126817419550560473e+00 6.564609025144454435e+00 4.943879986003556049e+00
4.626988871240462764e+00 8.396703854166521097e+00 6.759113262813164269e+00
5.208187302547584885e+00 9.483611239749054178e+00 7.951557709677516073e+00
4.242937371246331857e+00 9.966058619089450232e+00 6.109258531070925535e+00
3.419502711516940963e+00 8.344033484845059689e+00 6.766673662947117585e+00
2.447329206820870962e+00 6.153571987960239298e+00 3.339976306473284140e+00
3.689902310953313336e+00 5.344656105507472610e+00 5.924971901400171603e+00
2.513575136872179261e+00 9.031127777403739287e+00 6.336850269382481748e+00
4.753297413503866586e+00 7.960651141428302324e+00 5.241899682823605744e+00
4.566069531971906237e+00 9.225039583389229136e+00 4.960704797826886114e+00
2.285518733809113634e+00 8.609745940047723423e+00 9.048774614577636655e+00
3.285946257148587346e+00 6.778559618977770818e+00 3.290438534795748549e+00
3.608513332004699592e+00 9.099765649896225383e+00 4.223230704671197877e+00
3.402047376876967899e+00 5.366641742210970456e+00 4.072919427094218392e+00
4.821040412041000423e+00 5.725636522966391695e+00 5.763775760703466311e+00
4.503819716730225409e+00 7.276586432001442617e+00 3.932704980983020349e+00
2.904931355112889690e+00 7.676973526133251013e+00 5.874006465666868237e+00
7.130684371481831541e+00 7.422972449781600979e+00 4.963520469830687176e+00
5.884476155982620860e+00 6.920513685872548670e+00 4.285282593202872192e+00
2.272025575739461623e+00 7.141120744422504885e+00 4.943112713815930093e+00
2.578110564740571320e+00 8.889030334617160634e+00 3.608775430360781744e+00
3.120302956863823862e+00 9.523888774597510931e+00 4.246055959493554077e+00
4.012832610687990353e+00 7.308806518344479919e+00 3.892136646375838893e+00
3.258378311050984966e+00 8.726131280219481923e+00 2.807660278018266453e+00
5.667266028707289571e+00 6.659027575736191196e+00 5.225886347111818431e+00
6.215919649221865129e+00 7.082875336046363657e+00 5.652092136016561241e+00
4.570342628868669266e+00 7.210903303536371212e+00 5.543034192738884869e+00
5.419684517586408568e+00 6.822671809673147791e+00 4.028111564302177428e+00
5.895375314970718428e+00 8.486613727711315391e+00 4.136503009253704732e+00
4.235761885316487785e+00 6.911890086057269400e+00 6.022755007571836572e+00
3.720135264224949445e+00 7.623709011371277988e+00 5.866658897383177695e+00
4.415330311704229516e+00 7.430400834156040801e+00 6.285591158374062459e+00
3.941334584487990345e+00 3.542243204401613443e+00 3.889271847014734274e+00
4.220614033184437730e+00 6.528375161733209531e+00 3.735898703921533670e+00
3.391065579715210276e+00 9.290745596318686239e+00 6.314659741276377858e+00
3.679579111602155006e+00 7.429250692108960941e+00 4.659470595798927306e+00
3.857451133644861585e+00 4.519524821691037531e+00 6.437002436065411892e+00
4.674935810431733785e+00 5.842622731427279170e+00 4.946604442464068718e+00
2.164290166843429120e+00 9.664081934462823043e+00 4.315235880239127297e+00
4.187628146214850133e+00 8.719023061880646353e+00 6.619065476323529928e+00
2.735888518248574375e+00 9.704412361608675042e+00 5.164532397032468580e+00
5.113236551575336186e+00 4.135252479341312792e+00 5.584775208982573957e+00
5.111879853151745756e+00 8.875321686613350636e+00 5.518999189130376237e+00
4.998817043524210746e+00 6.792731218956422623e+00 5.710679958641604159e+00
3.234974091795054463e+00 6.291406932698565768e+00 4.868597741968633485e+00
3.689188238958686306e+00 6.502987434053311588e+00 5.461054371814737962e+00
3.509912139820428045e+00 9.742237412813217645e+00 4.834243617388884751e+00
2.683104455971558888e+00 8.787259816323418349e+00 7.269545018098693134e+00
4.036930329136707130e+00 9.877750382286624387e+00 3.211940820701419064e+00
2.976058152422492498e+00 4.367117031270323579e+00 5.305674048937542686e+00
2.297796328805854049e+00 4.693805655255272491e+00 4.341321045926898492e+00
2.660277341158153064e+00 4.442766523252489996e+00 4.736697591316693767e+00
5.091606349275070720e+00 9.706865964611431252e+00 5.417986322617202255e+00
4.457018468920427523e+00 6.850347921100662596e+00 9.068187487258322577e+00
5.203948211151834258e+00 5.624918089318228454e+00 6.815626551388917598e+00
3.046732448730863130e+00 5.515065196771180567e+00 6.748751295451662635e+00
3.826201043316763695e+00 7.762203205736322609e+00 6.532533855262000699e+00
3.177749310974053110e+00 7.716090206795091611e+00 6.332209064946819232e+00
3.781442640986923731e+00 6.902014825430930145e+00 6.664977768836728877e+00
4.004777320078160230e+00 9.098091452543298985e+00 5.311934969826330288e+00
