time.decay.1	time.decay.2	time.decay.3	
1.154983352820970026e+02 1.096479448289540670e+02 1.037085766510515725e+02
8.721523267523240008e+01 9.835428940616682780e+01 1.002633571731955726e+02
8.673589050811530399e+01 1.052590031237586317e+02 9.546735874150999734e+01
9.046773221973802492e+01 1.008874767664487990e+02 9.756252481723164749e+01
1.143444231868487861e+02 1.124757136094231385e+02 1.060145032458954404e+02
8.852222178105998296e+01 9.469768312614303341e+01 1.093169846621725583e+02
1.084768569265247038e+02 1.151029101071654850e+02 1.202763468511509615e+02
1.050775458516117169e+02 9.398290173188905783e+01 1.060250102473201395e+02
1.117350761821160035e+02 9.501983073299768989e+01 1.085386952684594064e+02
1.053759588195146364e+02 9.259569704597797113e+01 1.012416219539825590e+02
8.629960304498177948e+01 9.035003527337327967e+01 1.073930029843795921e+02
8.395870480237275046e+01 9.940125618614011671e+01 1.093282677910436007e+02
1.009114270988251292e+02 1.070774598585958302e+02 1.114918096183593690e+02
1.015021157730603250e+02 1.050500915152308181e+02 1.107634544614374335e+02
1.015743464167011467e+02 1.028685548807609678e+02 1.093003238549472087e+02
9.413237318141359822e+01 1.228423815872242670e+02 9.988487557422912744e+01
1.054228606997345992e+02 1.274061488621212703e+02 1.048919438991573259e+02
1.051404643620347059e+02 1.276264785481716899e+02 1.053617062639468713e+02
1.070050433084341819e+02 9.570066167910378852e+01 9.743431011396459951e+01
1.075765052183342192e+02 1.116526176042589924e+02 9.296245012500196481e+01
1.077180411659344372e+02 1.120754926580487734e+02 9.352015440135613744e+01
1.078375732009483556e+02 1.176307976815601393e+02 9.947800730608383901e+01
9.887492837763906550e+01 1.081404711333545663e+02 8.871548541800443388e+01
9.733559349677557293e+01 9.314340449010252598e+01 1.063791181443617972e+02
9.375937809120922850e+01 8.580072945315018274e+01 1.043860106715104052e+02
1.136620705247078149e+02 9.780832445408226761e+01 8.473250120044255596e+01
1.261242971360061489e+02 1.098513589498948591e+02 9.142081524858005537e+01
1.270673500552555026e+02 1.069475173678850410e+02 9.542221414284219350e+01
9.416711108746217462e+01 1.109345992851246194e+02 9.511531764781928189e+01
9.261086824498347880e+01 1.232023331499739243e+02 1.011118436848280737e+02
1.046050637106375376e+02 1.324657678577451350e+02 1.015466653826823915e+02
1.039401561263130418e+02 1.388085793320379082e+02 9.021393163672414062e+01
9.474409002182768802e+01 9.327560495176562938e+01 1.059257964403535937e+02
9.459165560677914186e+01 1.004063760171655986e+02 1.007507950561756189e+02
1.050951512035604480e+02 9.167100742908293398e+01 1.084072264152947014e+02
1.192032261434828797e+02 8.495870393932776210e+01 1.113017870376661875e+02
1.187933705469932022e+02 8.146053545951014030e+01 9.870549518117057630e+01
1.124805462469929012e+02 9.038440328355926567e+01 9.027764338195797222e+01
1.049005751715970405e+02 9.856587840741397599e+01 1.067405292811811961e+02
9.201929480616293233e+01 9.581825159992625629e+01 1.179419820208016176e+02
9.249579173601813409e+01 1.195068493429324121e+02 1.136519749669805321e+02
8.350972410313998751e+01 1.013706323443657311e+02 9.475691152804790818e+01
8.955917129845363434e+01 8.908637528356902635e+01 1.184815366353626018e+02
1.081836175004681593e+02 1.047967432966677848e+02 1.076589202193289339e+02
8.247461569910730361e+01 9.732172864752396890e+01 1.140414293563191279e+02
7.291958051465790902e+01 1.065992504432235251e+02 9.920652844806852499e+01
7.823074748127098132e+01 9.784433322031431146e+01 1.081167990426541934e+02
8.864837905594919221e+01 1.101122968710703418e+02 8.767552346340890779e+01
1.117440393266974752e+02 9.432191224267435814e+01 9.769554609888889729e+01
1.137280998276760897e+02 9.045592143853394873e+01 8.551611534928289871e+01
1.051477499230896910e+02 9.236522052292697538e+01 1.134707894466097571e+02
1.049500277903648140e+02 9.139474164087383201e+01 1.157514759967700826e+02
1.074046816983196493e+02 1.097351985145999436e+02 9.422554427000108035e+01
1.030127627653042452e+02 1.099398355358816275e+02 9.871647039104962573e+01
1.015135986567928796e+02 1.014921783095319228e+02 9.471793611142041414e+01
9.515993009199218022e+01 9.353984226021600534e+01 9.543972215956290484e+01
9.274369373468083211e+01 9.849704517691438355e+01 9.998861124493346608e+01
9.514732238344079462e+01 1.042030986127066967e+02 1.099202308050830368e+02
1.117219633066384574e+02 1.084609016404492792e+02 1.174677203198271798e+02
1.087964581095760082e+02 1.083219459582084454e+02 9.157180238840288666e+01
1.005332584904037390e+02 9.445300648458794512e+01 8.429810906155884709e+01
1.002414918678774143e+02 1.147036377816707784e+02 1.056763892827288487e+02
9.883979334493957936e+01 1.003600460938546775e+02 1.060481244394570837e+02
8.885568847415562743e+01 1.029303387282943731e+02 1.030819680785852199e+02
9.885103296521454297e+01 9.999682891555718811e+01 9.409668012202303089e+01
9.832276503567742054e+01 9.818496292167426986e+01 1.000175102672243668e+02
9.931724719637067267e+01 1.083577923145591342e+02 9.466812643017247808e+01
1.017887704793887735e+02 9.228200592795396062e+01 9.289116615327263560e+01
1.008828486224262946e+02 1.088559524243202077e+02 9.078794495055890934e+01
1.081786266878815610e+02 1.094925381765787478e+02 8.235406579490900469e+01
9.839301178239455226e+01 1.171127974651720365e+02 7.890538748992538842e+01
9.864220388917884463e+01 1.196611846246370874e+02 8.226569301464937212e+01
9.961513841710448958e+01 1.089320157129967868e+02 1.270926295251056644e+02
1.007854674355883162e+02 1.115934612455651944e+02 1.042217589024031668e+02
1.130294528767309856e+02 1.147118458447077387e+02 9.681415284655966502e+01
1.012179749932345487e+02 1.109809899035939509e+02 1.123548362555499835e+02
9.878926309964100483e+01 9.179091204107271551e+01 9.180392888803095275e+01
1.088569086705578286e+02 9.449962892610246001e+01 9.177378404887815577e+01
1.012552507441661618e+02 9.441095067651971817e+01 1.028131509157398682e+02
1.093240491617468564e+02 1.069635101445873602e+02 9.845363179334998449e+01
9.234949783041454907e+01 1.048109838431888079e+02 1.123853587024728142e+02
9.423770577579095686e+01 9.460384744283661007e+01 1.018627447930257119e+02
9.450638546650503713e+01 9.438276221017565604e+01 1.268738782438031762e+02
8.481279327125147915e+01 9.444344113062953738e+01 1.198611890879419235e+02
9.586821289874816898e+01 8.612564916194551756e+01 8.008353202374419766e+01
1.042974043726796367e+02 1.165401166583747568e+02 1.205837303230864563e+02
1.067178343463745307e+02 1.053400505224494879e+02 1.245002380026017192e+02
9.618707351295159924e+01 9.263812775085342821e+01 1.191009073459026979e+02
1.096541537334482825e+02 9.586567036532582620e+01 9.804437725366055645e+01
1.015907623948033063e+02 1.086679687545614144e+02 9.882326818955908720e+01
1.015744959186189647e+02 1.016283190825089378e+02 9.480431802077455927e+01
1.095906830669340195e+02 1.027356839425687696e+02 1.017406768295111732e+02
1.074690806076138756e+02 1.007979492950602776e+02 9.855742283510768686e+01
1.108335956146373178e+02 1.084562722858588870e+02 9.808088976790995162e+01
9.365106394138061319e+01 1.130882593179848072e+02 1.042799810773891522e+02
9.275847476273128223e+01 9.604182923860446408e+01 1.155283019460058398e+02
9.279804031820908961e+01 9.446912864572453827e+01 1.127101976613420788e+02
9.213987528573896668e+01 9.709992559694589431e+01 1.002091934121795020e+02
9.177698646462982879e+01 1.113291526754063625e+02 1.073384545363461626e+02
9.231289535971275484e+01 1.019055854328975954e+02 9.816564533244689983e+01
9.246278927232310707e+01 9.578489628060280836e+01 9.906162216909116580e+01
9.640583101514860687e+01 9.454030897974303116e+01 1.121528950341882052e+02
9.964137433779896469e+01 9.719090210843444311e+01 8.329109109466848793e+01
1.142480279003420094e+02 1.018549805754143875e+02 1.256330228400851752e+02
1.033124731218945556e+02 1.044953406325032290e+02 9.610523910798596603e+01
9.839326898683876266e+01 1.092630783448613414e+02 9.575563726629299310e+01
1.157154293582103151e+02 1.107723685133742464e+02 9.953436952570569929e+01
9.914720486471182426e+01 1.023767920055116605e+02 9.127275033206834109e+01
1.210382309736831701e+02 1.139184469413587379e+02 9.082161853468488744e+01
1.218465569212179105e+02 1.101851572818003291e+02 9.603624606573269773e+01
1.103000366576915212e+02 1.010196831587337840e+02 1.012785873916462549e+02
1.044429279610088059e+02 1.086915819710474125e+02 1.076766998953224572e+02
9.718547929746156910e+01 1.069659395512707363e+02 1.189962861522521251e+02
1.006814056016613961e+02 9.985788700489166558e+01 1.151054112763011972e+02
1.024840250974776694e+02 1.038679278781966673e+02 8.454095297833555378e+01
9.203887258298253471e+01 1.013417930506196427e+02 9.440157172580362044e+01
1.103193954177108935e+02 9.549473241572461291e+01 1.103681091581222233e+02
9.337320048757646873e+01 1.102022671099695970e+02 1.008965091947136159e+02
9.537092143574029990e+01 1.072963090050054973e+02 1.066153058103059266e+02
9.649488425817021664e+01 1.110813715584191499e+02 9.684763499601737635e+01
1.066639713796088103e+02 9.565217922407371987e+01 1.096275241898178052e+02
1.062516774798659327e+02 1.090317724028027868e+02 9.891458742719858321e+01
9.563014254982755347e+01 9.622826059109473817e+01 9.543237435537123758e+01
9.806829674266401753e+01 1.074108741651182299e+02 9.434053672627624110e+01
9.206209556189969589e+01 1.044885613330729086e+02 1.074836826096166931e+02
9.505867061949962249e+01 1.018505738006648329e+02 1.062349652734526160e+02
1.146727878129685507e+02 1.051389251693719444e+02 1.093661703256065607e+02
1.009009512782251505e+02 1.062483273510054005e+02 9.713683848822570610e+01
1.089935845883132970e+02 1.034064963218757924e+02 1.097169458680638456e+02
9.148135300435210127e+01 1.055394808074075570e+02 1.072846631471167314e+02
1.123444883121685649e+02 1.217299810175503438e+02 9.098510219684359868e+01
1.105908927963332218e+02 1.235394330570780994e+02 8.475945941011545415e+01
1.007073696380054457e+02 1.232290321435546048e+02 9.353206241313588976e+01
9.295437463435786185e+01 1.173875486438263920e+02 1.044600794164788056e+02
1.143376123713100014e+02 1.035763957972252314e+02 9.429224714097234994e+01
1.156680436146189237e+02 9.081207548819158148e+01 9.831214579934216147e+01
1.182922763124129517e+02 1.021975820624792419e+02 1.043504835402941637e+02
1.146019050091604470e+02 1.140264129232003825e+02 1.042076899621015116e+02
1.088566370586543997e+02 9.958550418651360303e+01 9.949384229260667212e+01
1.179734946388768577e+02 1.113521423656426776e+02 1.085750189809130717e+02
1.092864277462606708e+02 9.616692615475884054e+01 1.058500708160185582e+02
9.860909566073279109e+01 1.077793922852315092e+02 9.591494252663835596e+01
1.064533806526576569e+02 1.107062810931629429e+02 1.071638990483244953e+02
1.019543545495281904e+02 9.101603145287069196e+01 1.022773462434119693e+02
9.478283641937943571e+01 1.081859309100520790e+02 1.011535685453614519e+02
1.075068484348967388e+02 9.213639822356489617e+01 9.720463830044212727e+01
8.663046387262939163e+01 1.101737062332107371e+02 1.121164569203350965e+02
1.029781560696947054e+02 1.026408845836626256e+02 1.173802544408083008e+02
9.049356145222198222e+01 1.189245873716159849e+02 1.142573278265851968e+02
9.910449979666344689e+01 1.050158519495861213e+02 1.143286159179258448e+02
9.264251909993174650e+01 1.342028712201613985e+02 1.128733962231850114e+02
1.095694635013236109e+02 1.291135083290408261e+02 9.016814402825026775e+01
1.017683178465070171e+02 1.086536176132007654e+02 9.440234891450631949e+01
9.888012232750668318e+01 9.772155767164008466e+01 1.119754969239744469e+02
9.743001436201353727e+01 1.094209016101371645e+02 1.102097186916241327e+02
9.676751552921706434e+01 8.827546074758438976e+01 1.005647799836235521e+02
8.972947959740062629e+01 1.113662896996090410e+02 9.258574671128727118e+01
1.107847038078777757e+02 1.171697796053041571e+02 1.053088710779047972e+02
1.167837835247806311e+02 9.018107562774596886e+01 1.054191137256276818e+02
1.154948992319795593e+02 1.083280338382488708e+02 9.604640974648694396e+01
1.182838786695687929e+02 1.090763420425681289e+02 1.026344407439857491e+02
8.712961165069525293e+01 1.235841163039779502e+02 9.810054225462894806e+01
1.076630252699001176e+02 1.175276403611009925e+02 1.094829613509923689e+02
1.063768756784893128e+02 9.943992484486474837e+01 8.957604686312303954e+01
1.071384321919749851e+02 9.603691093928085820e+01 8.841175288256613385e+01
1.049612114783666215e+02 1.193299620186011367e+02 1.149478978108712681e+02
9.883997953890551003e+01 8.660141444171409830e+01 9.311833918499905849e+01
1.058535631299033071e+02 1.011305021632760202e+02 1.009609162648310416e+02
1.015317369289088134e+02 9.161549466723440105e+01 1.031671286223407407e+02
9.779856426500664668e+01 9.504488828396073075e+01 1.024488783607504132e+02
9.817740565753712190e+01 1.004547729310013437e+02 1.000953202238141557e+02
1.044437244262757076e+02 9.945610780080410507e+01 1.024713158334739944e+02
1.029966084130704900e+02 8.572266272206917392e+01 8.522244254303032562e+01
1.023316677286491085e+02 9.149874470274005489e+01 1.054966307528692937e+02
1.093784435207011825e+02 8.400775041147342392e+01 1.117841071554451560e+02
1.068870743169845667e+02 1.036513993406902188e+02 9.442868393370625313e+01
1.060000110786386500e+02 9.824633256542824711e+01 9.384681618480811949e+01
1.020379545358697442e+02 8.924471177358344676e+01 8.769767177419396376e+01
1.014956177878950285e+02 9.293236641239606399e+01 1.058574262878849481e+02
1.046206712665580909e+02 1.056295878999656281e+02 8.736891160580096027e+01
9.177339277512740523e+01 9.688360247542766501e+01 9.034580444520069875e+01
1.157097184862207655e+02 9.934290844447581037e+01 8.923858757666423003e+01
8.925534299192308652e+01 1.142455825849597915e+02 1.219257267863603147e+02
9.290006987273650907e+01 1.124531279973564750e+02 8.206022051323441246e+01
1.092657437925038550e+02 1.082401176240754523e+02 1.015198337298675426e+02
1.119242355453223468e+02 1.088746731003604111e+02 9.833318006807232337e+01
1.123567055941508954e+02 1.024737318589431538e+02 1.070756270462358799e+02
9.252506691633584524e+01 9.769611537097033249e+01 1.067643686639843850e+02
1.151335219451367777e+02 1.130730128976755111e+02 1.131538273509309249e+02
1.172559662680885424e+02 1.213094733686181002e+02 1.109931663338838916e+02
1.131089246609701320e+02 8.833545806711185833e+01 1.047039445573306864e+02
1.120194179033121031e+02 9.714390849937306882e+01 9.143917593941623068e+01
1.156714251380455494e+02 9.356758870364056691e+01 8.827885631173231218e+01
1.173393935170512208e+02 1.030123202371209459e+02 8.910104374842858022e+01
1.163752010420985670e+02 1.090348730530862440e+02 1.125954471657878173e+02
8.227613727369183039e+01 1.121488992044230031e+02 1.195044209667400139e+02
8.280122840311314292e+01 9.625335376855235836e+01 1.182586564797329345e+02
9.850449777128176265e+01 1.170787105746967711e+02 9.089262971842003935e+01
9.735952309808519090e+01 1.062229377985534029e+02 1.100878328915433144e+02
1.113544150422501104e+02 9.850361785325877406e+01 1.095451052837987049e+02
1.009901727340280786e+02 1.034800486357447085e+02 9.163536391273819959e+01
1.157436056760659824e+02 1.029022092842532743e+02 9.279775079958444906e+01
1.054961692086575624e+02 9.933548743250111102e+01 8.444849694116150829e+01
1.048849125862969203e+02 1.054927884166692991e+02 1.092081454416231168e+02
1.068936349269067705e+02 1.009142019600218987e+02 9.852201863673425919e+01
9.035298473831447552e+01 8.218283526004972828e+01 1.134514752635718651e+02
9.145675182785265633e+01 1.013653225517796557e+02 9.745764676379161529e+01
1.011732977849829354e+02 1.178231309428518756e+02 9.236547533853070036e+01
9.581984419921214169e+01 9.940143875126676676e+01 9.322610007034676016e+01
1.066990435702018658e+02 1.049873017524269301e+02 9.083604045557262907e+01
1.098406860716219455e+02 9.851660084466354306e+01 9.900646739611370606e+01
9.144895714754903793e+01 9.226566599008859271e+01 1.027130623542074090e+02
9.016591670626165467e+01 8.500724653674663500e+01 1.092609567331338241e+02
9.578728860983991922e+01 7.934157190018711958e+01 8.958705357579955830e+01
9.164506807281597389e+01 1.217816221867558255e+02 1.054119637862819729e+02
8.656674402834575233e+01 1.115270598422821422e+02 9.270685242475695986e+01
8.939302100805372220e+01 1.021852659753950832e+02 1.241665923028483860e+02
8.640784826910561378e+01 1.062720655266132752e+02 1.095783123034956361e+02
8.522742175726787650e+01 9.388366922722974550e+01 1.130432495464332732e+02
8.905944910979241058e+01 9.429154220633257921e+01 8.631764866637419686e+01
9.020198321898608640e+01 9.827153361260320708e+01 9.607272136538834673e+01
1.145612333827806992e+02 1.088589432064896130e+02 1.008350433467143290e+02
9.476614439651628174e+01 9.304564714233907807e+01 9.657894376008246695e+01
1.159303110893713153e+02 1.054750955427347350e+02 1.021192981556444863e+02
9.493882903707796572e+01 1.043547002551432570e+02 9.913430553331190254e+01
1.154997422130372371e+02 9.989597549333763027e+01 1.010878317016490797e+02
8.787147331632340297e+01 1.096807963032588873e+02 1.039745851555415044e+02
8.416370923681994043e+01 1.099472723440487130e+02 1.090208516301735244e+02
1.063965120014635488e+02 1.022312138345485266e+02 7.470337753636462708e+01
1.030100002217178599e+02 1.036316308753602868e+02 1.260964559563354328e+02
1.053266657159206829e+02 1.013312390009746338e+02 1.199635495459329348e+02
1.032127594808453921e+02 1.078205842693302401e+02 9.639528158782096057e+01
1.027545967089762229e+02 1.005465017207450558e+02 1.057306735896403893e+02
9.781443922893203080e+01 1.086314458719016898e+02 1.166864496273192913e+02
1.025150227261683256e+02 1.223936237693828986e+02 9.543173309563891848e+01
9.835966222429732397e+01 9.949230988278299037e+01 1.023859658928756460e+02
9.531063943127496429e+01 1.095243042760589276e+02 1.044608316981446876e+02
1.225024425373319730e+02 9.665240515128152765e+01 9.292943213879723885e+01
1.148086410133600452e+02 1.029023216936903964e+02 8.697941126418892566e+01
1.106865803979250700e+02 1.072182220432423492e+02 9.039751550189222939e+01
9.352358348859695525e+01 1.083661654124104672e+02 1.118855618984663636e+02
1.203682695188901164e+02 1.081143307212169447e+02 9.194997691666299033e+01
1.062031389776475407e+02 1.193077595611028556e+02 9.270503967647819366e+01
1.015433199640864927e+02 1.035163358814013179e+02 1.019513519655573788e+02
9.822176950328891110e+01 1.111383516057633187e+02 1.133419742127404106e+02
9.631698822644628422e+01 9.552622399171110601e+01 1.146108354610832976e+02
1.096923365358087636e+02 1.120512666250026825e+02 1.134934552249204245e+02
1.076492270451229274e+02 9.857080719836216076e+01 1.143931121236788471e+02
1.067287004414483675e+02 1.002250485269824338e+02 9.730464421337748604e+01
9.935251925750029045e+01 1.068054971831747508e+02 1.081811277168116163e+02
1.088693765419132262e+02 9.855506149129337246e+01 1.006741710902800833e+02
8.913823502681017885e+01 1.043754261399204779e+02 1.091257290842135887e+02
7.910062102749807877e+01 9.957761969526279699e+01 9.168973020339782920e+01
9.589736752745756121e+01 1.004167884730218105e+02 1.084530897258846949e+02
9.846251702927172289e+01 1.055232107643029877e+02 1.096849291229862615e+02
8.666787744319717035e+01 1.083433440620359107e+02 8.455817173273028686e+01
8.927353390251531096e+01 1.155338211176692198e+02 9.715459941087993911e+01
1.061219086068018527e+02 9.493805482994852696e+01 8.547330025311018176e+01
1.086442946723906005e+02 9.525018037670807303e+01 8.880894568355810748e+01
1.036535933299331731e+02 1.002904384816178691e+02 1.034840330201781740e+02
9.573342546714641799e+01 9.550292714612754708e+01 1.000223440929520962e+02
9.180909423477169184e+01 8.553951304629697461e+01 1.010309065904708916e+02
9.628391849643242040e+01 8.643742008341905603e+01 9.717266586492752367e+01
9.337196169365483911e+01 1.253207690639949305e+02 1.026973904107674258e+02
1.026237461687592116e+02 1.172563328298839025e+02 1.017617482612645006e+02
1.100712935074420926e+02 9.542026548141087972e+01 1.123779949069359674e+02
1.228730584461493294e+02 1.026524946832608407e+02 1.010557892747667950e+02
1.028669339953029294e+02 1.062345935718028471e+02 9.954220909106824422e+01
1.124326246711106592e+02 1.061035120700348244e+02 9.862580355753289041e+01
1.044812703904164550e+02 1.090920739689851189e+02 1.014154827043346643e+02
1.093088351990105309e+02 1.046145221399735874e+02 9.555638793597785252e+01
9.995637922889227411e+01 1.117054153697020240e+02 1.084542101039961892e+02
1.026546226130075468e+02 1.107833589954245355e+02 1.113091546956553799e+02
8.789347107466488751e+01 9.271299846650614995e+01 9.462203037771794811e+01
9.022614696577483073e+01 9.250903170939447762e+01 1.204421460481164559e+02
9.904069331899989947e+01 8.975485153187628384e+01 8.341929988640188753e+01
1.022198435079332768e+02 9.287957954296848584e+01 8.621854413006686002e+01
1.006106857289509833e+02 1.138523654230855868e+02 1.089430242716746875e+02
1.068029041004412250e+02 1.051805815618153588e+02 8.754548082927364305e+01
9.164049434220362400e+01 1.019379164199837930e+02 8.972724566272545133e+01
9.274156432072632583e+01 1.083948637395588435e+02 9.314493960303248343e+01
1.052461218005577734e+02 9.233742663953356100e+01 1.088569668091455469e+02
1.011964315808624804e+02 1.119857271348493981e+02 9.647546934654471329e+01
1.001145055232679937e+02 1.115497366382905398e+02 9.300281529413913972e+01
1.007272219472217216e+02 1.241585909674169983e+02 1.045821683810056015e+02
9.597836071661112101e+01 1.237623728420078066e+02 1.136365293412032429e+02
9.437740280510510615e+01 1.112923209286381763e+02 1.059621083938395714e+02
1.051239299168843928e+02 1.094344520521965336e+02 1.033121069772968781e+02
1.058786051956749219e+02 9.615109408123234402e+01 9.417125390247221617e+01
1.047045776254055625e+02 9.947936500407757876e+01 9.425822786750019588e+01
9.362063846955945223e+01 9.060158907711769416e+01 8.862392391874836051e+01
9.208462317042375389e+01 1.204923628200888857e+02 8.835265972186412853e+01
9.606703440856921361e+01 1.207839345861512186e+02 1.045323435156633991e+02
1.063448580442236278e+02 9.229794753892777237e+01 9.372484545442242165e+01
9.292497342457650689e+01 1.066871360414089764e+02 8.467624743863639480e+01
1.052044340477072950e+02 1.013332854317585969e+02 1.109975781722463921e+02
1.062659128466648895e+02 1.115165238536786063e+02 1.122908464246986000e+02
1.000571500017597231e+02 9.039947575449238570e+01 1.150512431615328524e+02
9.389057585488747293e+01 1.096033974210874220e+02 1.177416688640068685e+02
9.845314770851625497e+01 1.105673362106135755e+02 9.187017890348286642e+01
1.054396769056645269e+02 9.829494063645736901e+01 9.930697181483574809e+01
7.637737154796558059e+01 9.812009814974601341e+01 9.083978062550404786e+01
7.169790397142720906e+01 9.839065897041838582e+01 8.401550914556521832e+01
7.547993264851885442e+01 9.766890739011461164e+01 1.104120434819608505e+02
9.745329212271521158e+01 1.113035274872588616e+02 1.074884076855766182e+02
1.030953130533717257e+02 1.117653026268326926e+02 1.093196261618492429e+02
1.065487997123574644e+02 9.529964569764291582e+01 9.717669824469642492e+01
1.055994842299153476e+02 1.048255489597351726e+02 1.113028350853537063e+02
1.072950548554282904e+02 1.001865450250790275e+02 1.252171518895245015e+02
1.025559718684691717e+02 1.010574600248487371e+02 1.259027528182004119e+02
9.094230117968929505e+01 1.126695014877887644e+02 9.231131442643008711e+01
9.658350748161832655e+01 1.043068434472202313e+02 9.136774163850877528e+01
9.513465086882277433e+01 1.135928776173120411e+02 1.129185428848734603e+02
1.070817573094361990e+02 1.178000831121197507e+02 1.182733242804096392e+02
1.061877016565688052e+02 9.618477636245611961e+01 9.182989082317116925e+01
1.035857563541919859e+02 9.116716703320489046e+01 9.690486292873994500e+01
9.280590344534289216e+01 9.208292210494857954e+01 9.399541074357769332e+01
1.074418730116988456e+02 8.957555656805899957e+01 1.024122658412760387e+02
1.036677593940169686e+02 1.099752764122536064e+02 9.865638163769932589e+01
9.013411654198796441e+01 1.169210756755589671e+02 9.690893854299716281e+01
1.071688545309597487e+02 9.752385416788561656e+01 9.584222118779328525e+01
1.132074249135828268e+02 9.062972453272766415e+01 1.060976160773843020e+02
1.110637172205880461e+02 9.508589043635655003e+01 1.082398380362605508e+02
9.902497654788064096e+01 9.149421495309499619e+01 1.192945100976517239e+02
1.020133656922701846e+02 1.059318830657294086e+02 9.409316392168398124e+01
1.058552178610515426e+02 9.895819580576181806e+01 9.491312446895736343e+01
1.088845664985490487e+02 1.159835138498806373e+02 1.007762528979565531e+02
1.121565568187964317e+02 1.234611721372201885e+02 1.085811348687609268e+02
1.090558890312724714e+02 1.198667129685079829e+02 8.993484003958582207e+01
1.016023370195765096e+02 1.187356110602431727e+02 9.096449866468978485e+01
9.481473853816420672e+01 1.198697106153960306e+02 1.019819402530194878e+02
9.176996106384667939e+01 1.194390976791610797e+02 9.198297800649217493e+01
1.161081427803316188e+02 1.178851841982819622e+02 9.885830597118790308e+01
8.598022828540462115e+01 9.875709404055469065e+01 9.795810852224640541e+01
8.873194713485295892e+01 1.050443738640653635e+02 9.264263254678738235e+01
9.387386826770863024e+01 1.213095622237488556e+02 9.262588043557018125e+01
1.077523650167449887e+02 1.061017843833573977e+02 1.117464788168675796e+02
1.037993861674714964e+02 1.026436134902624531e+02 1.095504241075352354e+02
9.833464387020475783e+01 9.844561743142583055e+01 1.042255920397235229e+02
1.001388203585559324e+02 7.955424933915109875e+01 9.185173783717674212e+01
9.960685359183567300e+01 1.215512037101817953e+02 8.813536632283711469e+01
9.388330556224985912e+01 8.819343183267474728e+01 1.119037197138459874e+02
9.580536259053035053e+01 1.038120560583261636e+02 9.432043436308599382e+01
9.594862273355073512e+01 1.009757688987670576e+02 9.954927799786153741e+01
1.079319414287123493e+02 1.001990043853706993e+02 9.897689805965707421e+01
1.073367476988318572e+02 1.064022813308990010e+02 9.298457752446624625e+01
9.756378250940181829e+01 9.638862626863240735e+01 9.293379499663075194e+01
9.697416843707425471e+01 9.883868854247225499e+01 1.137762094798515875e+02
9.578409429057134616e+01 9.976754265583979020e+01 9.137881953344725616e+01
9.412326503768318275e+01 1.254144546310326120e+02 9.380462953033928386e+01
9.061203849722318182e+01 9.321333672617377886e+01 1.184608816602663524e+02
9.043177955456602035e+01 1.076917894385784535e+02 8.913704789026087383e+01
1.219321334950465996e+02 1.097017152423943855e+02 1.037216568949231714e+02
8.070935096812932841e+01 1.022517100645183348e+02 9.972077546677991222e+01
8.659260065440581400e+01 1.056834555022838344e+02 9.170325549016804700e+01
9.242567647453444124e+01 9.205578330251148600e+01 8.887969328760169674e+01
9.514353785069417313e+01 1.109233805774754842e+02 1.042420285623812504e+02
9.139935863786641335e+01 1.061494027776818854e+02 9.790156754039048792e+01
9.437016006304293114e+01 1.148495554665526868e+02 1.035848361953641898e+02
9.937404825521164753e+01 1.042382104813013513e+02 1.061851772898538258e+02
1.096849160573130320e+02 1.003661602538012971e+02 9.312863113260088710e+01
9.657205632984191368e+01 1.043850306131082135e+02 9.658336325814246948e+01
1.093727158851367278e+02 1.138156586848951264e+02 1.142435707756531542e+02
1.174802045691907608e+02 9.012884077383066028e+01 1.159190546220278719e+02
1.207688295018103730e+02 9.143740534170137835e+01 1.145836846202285528e+02
1.213755072105936819e+02 9.747592917823027392e+01 1.022380641492971733e+02
1.036300295784959928e+02 1.207140793177477178e+02 1.018864745807504164e+02
9.949090503415837361e+01 1.254870500220824709e+02 9.040287545853570350e+01
1.000420587588560437e+02 1.211739438486762026e+02 9.792345739626208001e+01
1.140225311670587018e+02 1.258604157905909204e+02 9.960469545717084827e+01
1.080788606679444541e+02 1.109291058119769389e+02 1.001198300944335102e+02
1.068353945697756586e+02 1.129311945223513760e+02 9.805324383217089235e+01
9.568759523504655817e+01 1.094411249698238890e+02 1.088782456867770634e+02
9.652449790489954751e+01 1.146058253231746562e+02 9.750571219091951036e+01
9.259283462030549572e+01 9.758278551702116488e+01 9.681536596541199913e+01
1.084230016448675684e+02 1.020074402060488268e+02 9.480945875655808663e+01
1.068852302742212856e+02 1.031379963481676469e+02 1.154587959223725022e+02
9.511979463332340856e+01 9.968220966877566980e+01 9.198312602401490778e+01
1.094343262221924533e+02 1.028413279731608156e+02 9.509767768802372245e+01
1.080437335783810653e+02 1.087718228764256025e+02 9.490740643189829484e+01
1.200826653571060376e+02 1.056774040006485365e+02 1.053588811252893436e+02
8.553773026854872796e+01 9.802551970152373428e+01 9.188042390175124297e+01
8.938992977269654716e+01 9.790375824900382895e+01 1.002198535648080480e+02
9.341478741285476417e+01 1.075271923111277772e+02 1.079797648744346077e+02
9.689988523292072387e+01 9.687379511839162660e+01 1.024560328143529944e+02
1.090681772677467620e+02 1.162121305290952620e+02 1.136798943451659341e+02
1.114528104071485473e+02 1.389339709851253417e+02 1.161832105116727831e+02
1.119112584801741264e+02 8.502316749553266106e+01 8.267626989434668872e+01
